Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Situação totalização;Votos válidos;Votos nominais;Data de carga;eleicao
14230;Parda;Divorciado(a);35 a 39 anos;Masculino;Superior completo;IRAUÇUBA;RAIMUNDO NONATO SOUZA SILVA;55;Administrador;PSD;Eleito;13801;7731;2026-01-19 14:01:28;2016
15938;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;ICAPUÍ;MARCUS VAGNE REBOUÇAS;23;Comerciante;PPS;Não Eleito;13306;521;2026-01-19 14:01:28;2016
14915;Branca;Solteiro(a);35 a 39 anos;Feminino;Superior completo;ORÓS;LUHANNA ÚRYA MACIEL BEZERRA;25;Advogado;DEM;Não Eleito;14084;6029;2026-01-19 14:01:28;2016
13234;Parda;Casado(a);70 a 74 anos;Masculino;Superior completo;ARACOIABA;FRANCISCO ARY RIBEIRO TEIXEIRA;90;Aposentado (Exceto Servidor Público);PROS;Não Eleito;20569;6001;2026-01-19 14:01:28;2016
15458;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;SANTA QUITÉRIA;ANTONIO ARILSON LOPES FERREIRA;50;Servidor Público Estadual;PSOL;Não Eleito;25990;101;2026-01-19 14:01:28;2016
13269;Parda;Solteiro(a);40 a 44 anos;Feminino;Ensino Fundamental completo;POTIRETAMA;ASTROLABIA FERREIRA FREITAS;11;Agricultor;PP;Não Eleito;4653;1988;2026-01-19 14:01:28;2016
14737;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;MONSENHOR TABOSA;JOÃO SOUTO RODRIGUES;14;Vendedor de Comércio Varejista e Atacadista;PTB;Não Eleito;11439;4965;2026-01-19 14:01:28;2016
15695;Branca;Viúvo(a);70 a 74 anos;Masculino;Superior completo;TIANGUÁ;LUIZ MENEZES DE LIMA;55;Aposentado (Exceto Servidor Público);PSD;Não Eleito;41714;19114;2026-01-19 14:01:28;2016
14770;Branca;Casado(a);25 a 29 anos;Masculino;Ensino Médio completo;MORAÚJO;CARLOS ÁQUILA CUNHA DE QUEIROZ;12;Servidor Público Municipal;PDT;Eleito;6015;3349;2026-01-19 14:01:28;2016
14893;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;NOVO ORIENTE;VANALDO CARLOS MOURA;65;Empresário;PC do B;Eleito;16897;8531;2026-01-19 14:01:28;2016
13412;Parda;Solteiro(a);35 a 39 anos;Feminino;Superior completo;BATURITÉ;CRISTIANE BRAGA SARAIVA;13;Advogado;PT;Não Eleito;20092;4394;2026-01-19 14:01:28;2016
15091;Branca;Casado(a);45 a 49 anos;Masculino;Superior incompleto;PARAMOTI;ANTONIO JOSÉ CAVALCANTE RANGEL;22;Empresário;PR;Não Eleito;7958;2822;2026-01-19 14:01:28;2016
15091;Parda;Solteiro(a);35 a 39 anos;Feminino;Superior completo;PARAMOTI;ANTONIA TELVANIA FERREIRA BRAZ;31;Professor de Ensino Fundamental;PHS;Não Eleito;7958;1251;2026-01-19 14:01:28;2016
13617;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;CARIRÉ;ERIBERTO DE SA PONTE JUNIOR;45;Químico;PSDB;Não Eleito;11788;2746;2026-01-19 14:01:28;2016
13919;Parda;Divorciado(a);40 a 44 anos;Masculino;Superior completo;FRECHEIRINHA;HELTON LUIS AGUIAR JUNIOR;12;Empresário;PDT;Eleito;4934;4934;2026-01-19 14:01:28;2016
15270;Branca;Solteiro(a);40 a 44 anos;Masculino;Superior completo;QUIXADÁ;RICARDO JOSÉ ARAUJO SILVEIRA;15;Médico;PMDB;Não Eleito;44728;19259;2026-01-19 14:01:28;2016
13358;Parda;Casado(a);40 a 44 anos;Feminino;Superior completo;BAIXIO;LAURA CRISTINA FERREIRA ALENCAR;55;Prefeito;PSD;Não Eleito;4440;1950;2026-01-19 14:01:28;2016
15490;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;SÃO GONÇALO DO AMARANTE;JOSE ARIMATEA RODRIGUES DE FARIAS;50;Professor de Ensino Fundamental;PSOL;Não Eleito;34092;149;2026-01-19 14:01:28;2016
15172;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;PEREIRO;EUGÊNIO MATIAS DE QUEIROZ;50;Professor de Ensino Médio;PSOL;Não Eleito;7088;389;2026-01-19 14:01:28;2016
13480;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;ITAITINGA;DENIS GOMES DA SILVA;51;Comerciante;PEN;Não Eleito;17332;3775;2026-01-19 14:01:28;2016
15598;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;SOBRAL;MOSES HAENDEL MELO RODRIGUES;15;Empresário;PMDB;Não Eleito;112569;45209;2026-01-19 14:01:28;2016
13323;Branca;Solteiro(a);35 a 39 anos;Feminino;Ensino Médio completo;TEJUÇUOCA;ANTONIA HELOIDE ESTEVAM RODRIGUES;15;Outros;PMDB;Eleito;11869;6420;2026-01-19 14:01:28;2016
13870;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;FARIAS BRITO;JOSE MARIA GOMES PEREIRA;65;Advogado;PC do B;Eleito;12151;7639;2026-01-19 14:01:28;2016
15318;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;QUIXERÉ;JESUS ORLEUDO NERY RIBEIRO;45;Advogado;PSDB;Não Eleito;8209;817;2026-01-19 14:01:28;2016
14095;Branca;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;ICÓ;GLIOBEL CORREIA NETO;43;Comerciante;PV;Não Eleito;38990;459;2026-01-19 14:01:28;2016
13633;Parda;Solteiro(a);35 a 39 anos;Feminino;Superior completo;CARIRIAÇU;KASSYANA MELO FEITOSA;22;Outros;PR;Não Eleito;18477;334;2026-01-19 14:01:28;2016
15695;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;TIANGUÁ;JEAN NUNES AZEVEDO;12;Prefeito;PDT;Não Eleito;41969;19637;2026-01-19 14:01:28;2016
15652;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;TAMBORIL;PEDRO CALISTO DA SILVA;15;Motorista de Veículos de Transporte de Carga;PMDB;Eleito;16180;8249;2026-01-19 14:01:28;2016
15717;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;TRAIRI;MARCOS HENRIQUE FERREIRA DO PRADO;45;Médico;PSDB;Eleito;33220;17127;2026-01-19 14:01:28;2016
13013;Branca;Casado(a);75 a 79 anos;Masculino;Ensino Fundamental completo;ABAIARA;AFONSO TAVARES LEITE;13;Aposentado (Exceto Servidor Público);PT;Eleito;5643;2889;2026-01-19 14:01:28;2016
15733;Parda;Divorciado(a);60 a 64 anos;Masculino;Ensino Médio completo;UBAJARA;JOSE ROMANO DO NASCIMENTO;11;Prefeito;PP;Não Eleito;18854;5929;2026-01-19 14:01:28;2016
15750;Parda;Casado(a);35 a 39 anos;Masculino;Superior incompleto;UMARI;FRANCISCO ALEXANDRE BARROS NETO;13;Policial Militar;PT;Eleito;5046;2525;2026-01-19 14:01:28;2016
13935;Parda;Separado(a) judicialmente;50 a 54 anos;Masculino;Superior incompleto;GENERAL SAMPAIO;FRANCISCO CORDEIRO MOREIRA;12;Empresário;PDT;Eleito;6555;3813;2026-01-19 14:01:28;2016
14591;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio incompleto;MARTINÓPOLE;LUIZ LINHARES BARROS;54;Comerciante;PPL;Não Eleito;8311;127;2026-01-19 14:01:28;2016
13978;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;GRANJEIRO;RAIMUNDO DUCLIEUX DE FREITAS;10;Médico;PRB;Não Eleito;4501;2143;2026-01-19 14:01:28;2016
13919;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;FRECHEIRINHA;CARLEONE JUNIOR DE ARAUJO;11;Prefeito;PP;Eleito;9732;4929;2026-01-19 14:01:28;2016
15695;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;TIANGUÁ;HAROLDO ARAGÃO CORREIA;13;Comerciante;PT;Não Eleito;39140;1135;2026-01-19 14:01:28;2016
14354;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;JAGUARETAMA;FRANCISCO GLAIRTON RABELO CUNHA;22;Bancário e Economiário;PR;Eleito;12169;7660;2026-01-19 14:01:28;2016
15199;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;PIQUET CARNEIRO;BISMARCK BARROS BEZERRA;12;Vereador;PDT;Eleito;8905;5745;2026-01-19 14:01:28;2016
14559;Branca;Solteiro(a);21 a 24 anos;Masculino;Ensino Médio completo;MARANGUAPE;JOÃO PAULO DE CASTRO CARNEIRO XEREZ SILVA;31;Vereador;PHS;Eleito;33634;33634;2026-01-19 14:01:28;2016
13323;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;TEJUÇUOCA;JORGE SILVA MOTA FILHO;28;Policial Civil;PRTB;Não Eleito;11869;5449;2026-01-19 14:01:28;2016
13390;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BARRO;JOSÉ MARQUINÉLIO TAVARES;25;Médico;DEM;Eleito;12238;6065;2026-01-19 14:01:28;2016
15377;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental incompleto;RUSSAS;RAIMUNDO CORDEIRO DE FREITAS;55;Empresário;PSD;Não Eleito;44137;20393;2026-01-19 14:01:28;2016
14290;Branca;Solteiro(a);50 a 54 anos;Masculino;Superior completo;ITAPIPOCA;JOÃO RIBEIRO BARROSO;45;Engenheiro;PSDB;Eleito;71282;33158;2026-01-19 14:01:28;2016
15210;Branca;Casado(a);40 a 44 anos;Feminino;Superior completo;PORANGA;MARIA ERINEUDA BEZERRA DE MENEZES;15;Professor de Ensino Fundamental;PMDB;Não Eleito;7365;3585;2026-01-19 14:01:28;2016
13480;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;ITAITINGA;SEBASTIÃO CORDEIRO DE OLIVEIRA JÚNIOR;27;Empresário;PSDC;Não Eleito;17332;1301;2026-01-19 14:01:28;2016
15393;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;SABOEIRO;FRANCISCO TACIDO SANTOS CAVALCANTI;15;Advogado;PMDB;Não Eleito;10317;4608;2026-01-19 14:01:28;2016
14117;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;IGUATU;EDNALDO DE LAVOR COURAS;12;Empresário;PDT;Eleito;52519;31557;2026-01-19 14:01:28;2016
14370;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;JAGUARIBARA;JOSIMAR BARBOSA PARENTE;28;Agricultor;PRTB;Não Eleito;3841;364;2026-01-19 14:01:28;2016
14435;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;JARDIM;ANIZIARIO JORGE COSTA;65;Médico;PC do B;Eleito;16133;10306;2026-01-19 14:01:28;2016
13412;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;BATURITÉ;FRANCISCO ANTONIO DO CARMO;19;Policial Militar;PTN;Não Eleito;20092;5441;2026-01-19 14:01:28;2016
13951;Branca;Viúvo(a);90 a 94 anos;Feminino;Superior completo;GRANJA;CARMEN SALLES OLIVERA ARRUDA;55;Aposentado (Exceto Servidor Público);PSD;Não Eleito;32101;10522;2026-01-19 14:01:28;2016
14958;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;PACATUBA;FRANCISCO JOSE DE HOLANDA;54;Vendedor de Comércio Varejista e Atacadista;PPL;Não Eleito;35534;1344;2026-01-19 14:01:28;2016
15296;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;QUIXERAMOBIM;CIRILO ANTONIO PIMENTA LIMA;12;Veterinário;PDT;Não Eleito;44222;20196;2026-01-19 14:01:28;2016
15679;Branca;Casado(a);50 a 54 anos;Feminino;Superior completo;TAUÁ;PATRICIA PEQUENO COSTA GOMES DE AGUIAR;35;Prefeito;PMB;Não Eleito;32481;16194;2026-01-19 14:01:28;2016
15091;Parda;Separado(a) judicialmente;75 a 79 anos;Masculino;Ensino Médio completo;PARAMOTI;EDWARD ARRUDA FILHO;43;Servidor Público Civil Aposentado;PV;Não Eleito;7958;76;2026-01-19 14:01:28;2016
13137;Parda;Casado(a);45 a 49 anos;Feminino;Superior completo;ALTO SANTO;MARIA IRISNEILE GADELHA SOUSA COSTA;40;Outros;PSB;Eleito;9974;5010;2026-01-19 14:01:28;2016
14796;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;MORRINHOS;JOSÉ ROQUE MARANHÃO;13;Empresário;PT;Não Eleito;14883;7157;2026-01-19 14:01:28;2016
15237;Parda;Divorciado(a);55 a 59 anos;Masculino;Superior incompleto;PORTEIRAS;FÁBIO PINHEIRO CARDOSO;14;Empresário;PTB;Eleito;10064;6981;2026-01-19 14:01:28;2016
14010;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;GUARACIABA DO NORTE;REGIVALDO MELO CAVALCANTE;12;Engenheiro;PDT;Não Eleito;23429;7559;2026-01-19 14:01:28;2016
14630;Preta;Solteiro(a);35 a 39 anos;Masculino;Superior completo;MAURITI;FRANCISCO EVANILDO SIMÃO DA SILVA;13;Historiador;PT;Não Eleito;27071;11482;2026-01-19 14:01:28;2016
14753;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;MORADA NOVA;JOSE EDNER NOGUEIRA DA SILVA;15;Pecuarista;PMDB;Não Eleito;45504;20616;2026-01-19 14:01:28;2016
13021;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;MADALENA;ANTONIO DE CASTRO LEMOS;50;Professor de Ensino Fundamental;PSOL;Não Eleito;10980;1196;2026-01-19 14:01:28;2016
15717;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;TRAIRI;GUSTAVO AGUIAR VIANA;12;Comerciante;PDT;Não Eleito;33220;13010;2026-01-19 14:01:28;2016
13510;Parda;Casado(a);50 a 54 anos;Feminino;Superior completo;CAMOCIM;EUVALDETE FERRO DA ROCHA OLIVEIRA;15;Pedagogo;PMDB;Não Eleito;36581;17092;2026-01-19 14:01:28;2016
13994;Branca;Casado(a);50 a 54 anos;Masculino;Superior incompleto;GROAÍRAS;ADAIL ALBUQUERQUE MELO;13;Comerciante;PT;Não Eleito;7149;3224;2026-01-19 14:01:28;2016
13072;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;AIUABA;RAMILSON ARAUJO MORAES;55;Contador;PSD;Eleito;8486;4888;2026-01-19 14:01:28;2016
13110;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;ALTANEIRA;FRANCISCO DARIOMAR RODRIGUES SOARES;13;Produtor Agropecuário;PT;Eleito;4703;2545;2026-01-19 14:01:28;2016
14737;Parda;Casado(a);30 a 34 anos;Masculino;Superior completo;MONSENHOR TABOSA;FRANCISCO JEOVÁ SOUSA CAVALCANTE;12;Prefeito;PDT;Eleito;11439;6279;2026-01-19 14:01:28;2016
15156;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;PENTECOSTE;JOAO BOSCO PESSOA TABOSA;12;Empresário;PDT;Eleito;26223;15873;2026-01-19 14:01:28;2016
98558;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;UMIRIM;FELIPE CARLOS UCHOA SALES RIBEIRO;55;Pedagogo;PSD;Eleito;12444;6382;2026-01-19 14:01:28;2016
13315;Branca;Divorciado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;ASSARÉ;FRANCISCO EVANDERTO ALMEIDA;55;Comerciante;PSD;Eleito;14228;8830;2026-01-19 14:01:28;2016
14877;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;NOVA RUSSAS;RAFAEL HOLANDA PEDROSA;33;Médico;PMN;Eleito;13861;7182;2026-01-19 14:01:28;2016
13633;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;CARIRIAÇU;JOSÉ EDMILSON LEITE BARBOSA;12;Comerciante;PDT;Eleito;18477;9556;2026-01-19 14:01:28;2016
14680;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Fundamental incompleto;MIRAÍMA;CRISTIANO TEIXEIRA DE SOUSA;55;Motorista Particular;PSD;Não Eleito;9560;3962;2026-01-19 14:01:28;2016
15776;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;URUBURETAMA;CARLOS EDUARDO DAVID FERREIRA;15;Empresário;PMDB;Não Eleito;13807;1503;2026-01-19 14:01:28;2016
13650;Parda;Casado(a);65 a 69 anos;Masculino;Superior completo;CARIÚS;LUIZ ALBERTO DE QUEIROZ LIMA;50;Aposentado (Exceto Servidor Público);PSOL;Não Eleito;12020;40;2026-01-19 14:01:28;2016
13005;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;JIJOCA DE JERICOACOARA;LINDBERGH MARTINS;77;Outros;SD;Eleito;11227;4084;2026-01-19 14:01:28;2016
14060;Branca;Casado(a);65 a 69 anos;Masculino;Ensino Médio completo;IBARETAMA;FRANCISCO EDSON DE MORAES;15;Outros;PMDB;Eleito;9950;6066;2026-01-19 14:01:28;2016
13277;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;ARATUBA;JOSE IVAN SANTOS NETO;12;Prefeito;PDT;Não Eleito;9139;3322;2026-01-19 14:01:28;2016
15890;Parda;Casado(a);70 a 74 anos;Masculino;Ensino Fundamental completo;CRUZ;JOÃO MUNIZ SOBRINHO;45;Empresário;PSDB;Eleito;16321;8777;2026-01-19 14:01:28;2016
14095;Parda;Casado(a);50 a 54 anos;Masculino;Superior incompleto;ICÓ;JOSÉ JAIME BEZERRA RODRIGUES JÚNIOR;12;Prefeito;PDT;Não Eleito;38990;18133;2026-01-19 14:01:28;2016
15873;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;AMONTADA;VALDIR HERBSTER FILHO;12;Advogado;PDT;Eleito;24854;15001;2026-01-19 14:01:28;2016
14532;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;LIMOEIRO DO NORTE;EDILSON SANTIAGO DE OLIVEIRA;40;Servidor Público Municipal;PSB;Não Eleito;34671;25;2026-01-19 14:01:28;2016
13897;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ROBERTO CLAUDIO RODRIGUES BEZERRA;12;Médico;PDT;Eleito;1267298;678847;2026-01-19 14:01:28;2016
15571;Branca;Casado(a);25 a 29 anos;Masculino;Ensino Médio completo;SENADOR SÁ;JOSE MARTINS BARROS JUNIOR;11;Empresário;PP;Não Eleito;5341;2631;2026-01-19 14:01:28;2016
15490;Branca;Casado(a);60 a 64 anos;Feminino;Superior completo;SÃO GONÇALO DO AMARANTE;LUCIA MARIA DE ALENCAR COSTA;17;Diretor de Empresas;PSL;Não Eleito;34092;100;2026-01-19 14:01:28;2016
14354;Parda;Solteiro(a);25 a 29 anos;Masculino;Superior incompleto;JAGUARETAMA;JAYME RENAN MACHADO COSTA;10;Empresário;PRB;Não Eleito;12169;4509;2026-01-19 14:01:28;2016
14338;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;ITATIRA;AFONSO MAGNO LOBO BOTELHO;15;Advogado;PMDB;Não Eleito;14112;6510;2026-01-19 14:01:28;2016
14290;Branca;Solteiro(a);30 a 34 anos;Feminino;Superior completo;ITAPIPOCA;ANA PAULA BRAGA VERAS;55;Terapeuta;PSD;Não Eleito;71282;4242;2026-01-19 14:01:28;2016
14893;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental completo;NOVO ORIENTE;JESUINO RODRIGUES DE SAMPAIO NETO;55;Outros;PSD;Não Eleito;16897;8366;2026-01-19 14:01:28;2016
13285;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;PINDORETAMA;VALDEMAR ARAÚJO DA SILVA FILHO;13;Professor de Ensino Médio;PT;Eleito;14393;8068;2026-01-19 14:01:28;2016
14176;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;IPU;CARLOS SERGIO RUFINO MOREIRA;65;Administrador;PC do B;Eleito;23982;12785;2026-01-19 14:01:28;2016
14958;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;PACATUBA;BEZALIEL RIBEIRO DE FARIAS;14;Empresário;PTB;Não Eleito;35534;841;2026-01-19 14:01:28;2016
15970;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;MILHÃ;OTACILIO JOSE PINHEIRO MACEDO;15;Prefeito;PMDB;Não Eleito;9284;4362;2026-01-19 14:01:28;2016
13595;Parda;Solteiro(a);50 a 54 anos;Feminino;Superior completo;CARIDADE;ANGELA MARIA BARROSO DA SILVA;15;Agricultor;PMDB;Não Eleito;13173;6304;2026-01-19 14:01:28;2016
14230;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;IRAUÇUBA;JOSÉ ELISNALDO MOTA PINTO;31;Prefeito;PHS;Não Eleito;13801;6070;2026-01-19 14:01:28;2016
15911;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;FORQUILHA;EDMUNDO RODRIGUES JUNIOR;12;Diretor de Empresas;PDT;Não Eleito;14950;6806;2026-01-19 14:01:28;2016
15695;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;TIANGUÁ;HAROLDO ARAGAO CORREIA;13;Comerciante;PT;Não Eleito;41969;1208;2026-01-19 14:01:28;2016
14230;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;IRAUÇUBA;MANOEL CLERDONIO AVILA;33;Aposentado (Exceto Servidor Público);PMN;Não Eleito;13460;174;2026-01-19 14:01:28;2016
15938;Parda;Solteiro(a);40 a 44 anos;Masculino;Superior incompleto;ICAPUÍ;FRANCISCO EURIVAN DE PAULA;13;Vereador;PT;Não Eleito;13306;5176;2026-01-19 14:01:28;2016
15415;Parda;Divorciado(a);40 a 44 anos;Masculino;Superior incompleto;SANTANA DO ACARAÚ;MANOEL ROSA FILHO;10;Jornalista e Redator;PRB;Não Eleito;20714;1017;2026-01-19 14:01:28;2016
13463;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;CHORÓ;MARCONDES DE HOLANDA JUCÁ;51;Agente Administrativo;PEN;Eleito;5238;5238;2026-01-19 14:01:28;2016
13757;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;CEDRO;RODRIGO XAVIER DE ARAÚJO;22;Médico;PR;Não Eleito;16780;8140;2026-01-19 14:01:28;2016
13404;Parda;Casado(a);50 a 54 anos;Masculino;Superior incompleto;BARROQUINHA;JAIME VERAS SILVA FILHO;12;Comerciante;PDT;Não Eleito;10522;5097;2026-01-19 14:01:28;2016
13056;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;ACOPIARA;ANTONIO ALMEIDA NETO;15;Servidor Público Estadual;PMDB;Eleito;31479;15715;2026-01-19 14:01:28;2016
13676;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;CARNAUBAL;ANTONIO ADEMIR BARROSO MARTINS;15;Servidor Público Estadual;PMDB;Eleito;9975;5077;2026-01-19 14:01:28;2016
14370;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;JAGUARIBARA;FRANCISCO IVAN BESERRA;31;Servidor Público Municipal;PHS;Não Eleito;3841;121;2026-01-19 14:01:28;2016
15911;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;FORQUILHA;GERLASIO MARTINS DE LOIOLA;13;Prefeito;PT;Eleito;14950;8144;2026-01-19 14:01:28;2016
13439;Branca;Casado(a);45 a 49 anos;Feminino;Superior completo;BEBERIBE;MICHELE CARIELLO DE SA QUEIROZ ROCHA;11;Prefeito;PP;Não Eleito;34806;16308;2026-01-19 14:01:28;2016
13773;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;CHAVAL;RAIMUNDO ANGELO MAGALHÃES;11;Médico;PP;Não Eleito;8648;2650;2026-01-19 14:01:28;2016
15571;Parda;Solteiro(a);40 a 44 anos;Feminino;Ensino Médio completo;SENADOR SÁ;REGINA LUCIA VASCONCELOS CORDEIRO;55;Dona de Casa;PSD;Eleito;5341;2710;2026-01-19 14:01:28;2016
13447;Parda;Casado(a);65 a 69 anos;Masculino;Ensino Médio completo;CATUNDA;ANTONIO PEREIRA LEITAO;11;Prefeito;PP;Não Eleito;6805;3193;2026-01-19 14:01:28;2016
15075;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;PARAMBU;MARCIO CLAUDI CARDOSO SANTOS;12;Sacerdote ou Membro de Ordem ou Seita Religiosa;PDT;Não Eleito;20536;8191;2026-01-19 14:01:28;2016
14974;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;PACOTI;FRANCISCO JOSE SAMPAIO LEITE;43;Empresário;PV;Eleito;8354;4664;2026-01-19 14:01:28;2016
15130;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;PENAFORTE;FRANCISCO AGABIO SAMPAIO GONDIM;12;Vereador;PDT;Eleito;6754;3512;2026-01-19 14:01:28;2016
13714;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;CATARINA;MARSUEL ARAUJO PESSOA;55;Comerciante;PSD;Não Eleito;7281;2886;2026-01-19 14:01:28;2016
14214;Branca;Casado(a);35 a 39 anos;Masculino;Superior incompleto;IRACEMA;FRANCISCO NOGUEIRA QUEIROZ DE AQUINO;55;Empresário;PSD;Não Eleito;8957;3431;2026-01-19 14:01:28;2016
13064;Branca;Divorciado(a);60 a 64 anos;Masculino;Lê e escreve;GRAÇA;AUGUSTO BRITO;65;Agricultor;PC do B;Eleito;9054;4626;2026-01-19 14:01:28;2016
13218;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;ARACATI;CRISANTO SOUZA DAMASCENO;50;Servidor Público Estadual;PSOL;Não Eleito;30987;987;2026-01-19 14:01:28;2016
13234;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Fundamental completo;ARACOIABA;ANTONIO CLAUDIO PINHEIRO;45;Servidor Público Municipal;PSDB;Eleito;20569;8238;2026-01-19 14:01:28;2016
13730;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;CAUCAIA;NAUMI GOMES DE AMORIM;35;Deputado;PMB;Eleito;148905;80756;2026-01-19 14:01:28;2016
14435;Branca;Casado(a);55 a 59 anos;Feminino;Superior completo;JARDIM;MARIA NEIDE FILGUEIRA PIANCÓ PINHEIRO;23;Professor de Ensino Médio;PPS;Não Eleito;16133;228;2026-01-19 14:01:28;2016
13374;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;BARBALHA;FERNANDO MATOS SANTANA;13;Administrador;PT;Não Eleito;33518;16392;2026-01-19 14:01:28;2016
13315;Parda;Casado(a);30 a 34 anos;Masculino;Superior completo;ASSARÉ;LUIS  SAMUEL FREIRE;13;Empresário;PT;Não Eleito;14228;5291;2026-01-19 14:01:28;2016
14133;Parda;Casado(a);30 a 34 anos;Masculino;Superior completo;INDEPENDÊNCIA;FRANCISCO PEDRO GONÇALVES DE SOUZA XIMENES;15;Médico;PMDB;Não Eleito;9958;1954;2026-01-19 14:01:28;2016
14656;Parda;Casado(a);30 a 34 anos;Masculino;Superior completo;MERUOCA;CARLOS JOSE MAGALHAES DO NASCIMENTO;77;Vereador;SD;Não Eleito;9005;1983;2026-01-19 14:01:28;2016
13005;Parda;Casado(a);55 a 59 anos;Masculino;Superior incompleto;JIJOCA DE JERICOACOARA;JOAO JAIME GOMES MARINHO DE ANDRADE;25;Empresário;DEM;Não Eleito;11227;3769;2026-01-19 14:01:28;2016
14230;Parda;Solteiro(a);40 a 44 anos;Feminino;Superior incompleto;IRAUÇUBA;ANA CLEIA BARROSO CAETANO;19;Vereador;PODE;Não Eleito;13460;5392;2026-01-19 14:01:28;2016
