Ano de eleição;Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Região;Situação totalização;Turno;Zona;Votos válidos;Votos nominais;Data de carga
2024;15199;Parda;Casado(a);40 a 44 anos;Feminino;Superior completo;PIQUET CARNEIRO;NEILA MARIA VITORIANO DE SOUSA;13;Professor de Ensino Fundamental;PT;NORDESTE;Eleito;1;12;10626;6025;2026-02-28 19:30:47
2024;14850;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;NOVA OLINDA;LEONARDO PEREIRA DE BRITO NEVES;13;Advogado;PT;NORDESTE;Eleito;1;53;10490;6097;2026-02-28 19:30:47
2024;15750;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;UMARI;ALEX SANDRO RUFINO FERREIRA;55;Prefeito;PSD;NORDESTE;Eleito;1;15;5544;4256;2026-02-28 19:30:47
2024;15598;Branca;Divorciado(a);65 a 69 anos;Masculino;Superior completo;SOBRAL;OSCAR SPINDOLA RODRIGUES JUNIOR;44;Empresário;UNIÃO;NORDESTE;Eleito;1;24;71255;37701;2026-02-28 19:30:47
2024;13196;Branca;Divorciado(a);40 a 44 anos;Masculino;Superior completo;AQUIRAZ;BRUNO BARROS GONÇALVES;25;Prefeito;PRD;NORDESTE;Eleito;1;66;56085;48113;2026-02-28 19:30:47
2024;13579;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;CAPISTRANO;CLAUDIO BEZERRA SARAIVA;40;Produtor Agropecuário;PSB;NORDESTE;Eleito;1;105;13802;6769;2026-02-28 19:30:47
2024;14133;Branca;Divorciado(a);65 a 69 anos;Masculino;Superior completo;INDEPENDÊNCIA;JOAO DE DEUS VIEIRA;35;Advogado;PMB;NORDESTE;Não Eleito;1;39;18120;18;2026-02-28 19:30:47
2024;14915;Branca;Casado(a);45 a 49 anos;Feminino;Superior completo;ORÓS;LUHANNA URYA MACIEL BEZERRA;11;Advogado;PP;NORDESTE;Não Eleito;1;15;14188;5901;2026-02-28 19:30:47
2024;15857;Branca;Casado(a);55 a 59 anos;Feminino;Superior completo;MARACANAÚ;SILVANA OLIVEIRA DE SOUSA;22;Médico;PL;NORDESTE;Não Eleito;1;122;71456;16809;2026-02-28 19:30:47
2024;15253;Parda;Separado(a) judicialmente;30 a 34 anos;Masculino;Superior completo;POTENGI;LUA ALENCAR ALVES SOARES;13;Advogado;PT;NORDESTE;Não Eleito;1;68;6847;2601;2026-02-28 19:30:47
2024;13072;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;AIUABA;SEBASTIÃO ARRAES OLIVEIRA PAIVA;55;Servidor Público Municipal;PSD;NORDESTE;Não Eleito;1;101;9443;4268;2026-02-28 19:30:47
2024;15458;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;SANTA QUITÉRIA;ANTONIO EVELARDO VIEIRA BIÉ;30;Servidor Público Municipal;NOVO;NORDESTE;Não Eleito;1;54;27534;145;2026-02-28 19:30:47
2024;15059;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;PARACURU;GALBA FREIRE MOITA;30;Engenheiro;NOVO;NORDESTE;Não Eleito;1;109;27619;137;2026-02-28 19:30:47
2024;14958;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;PACATUBA;THIAGO MOREIRA RODRIGUES;55;Médico;PSD;NORDESTE;Não Eleito;1;57;47973;576;2026-02-28 19:30:47
2024;15415;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental incompleto;SANTANA DO ACARAÚ;FRANCISCO DAS CHAGAS MENDES;10;Prefeito;REPUBLICANOS;NORDESTE;Eleito;1;44;21772;15017;2026-02-28 19:30:47
2024;13250;Branca;Solteiro(a);40 a 44 anos;Masculino;Superior completo;ARARIPE;JOSE PAULINO PEREIRA;13;Vereador;PT;NORDESTE;Eleito;1;68;14059;7146;2026-02-28 19:30:47
2024;13234;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;ARACOIABA;WELLINGTON SILVA DE OLIVEIRA;11;Empresário;PP;NORDESTE;Eleito;1;67;21596;10946;2026-02-28 19:30:47
2024;15636;Branca;Solteiro(a);25 a 29 anos;Feminino;Superior completo;TABULEIRO DO NORTE;RENATA THAIS DUARTE VASCONCELOS;11;Odontólogo;PP;NORDESTE;Eleito;1;91;21089;11100;2026-02-28 19:30:47
2024;13897;Branca;Divorciado(a);65 a 69 anos;Masculino;Superior completo;FORTALEZA;JOSE SARTO NOGUEIRA MOREIRA;12;Prefeito;PDT;NORDESTE;Não Eleito;1;112;88807;10179;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Não Eleito;2;115;85678;43125;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Não Eleito;2;116;92035;47084;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Não Eleito;2;117;85672;43394;2026-02-28 19:30:47
2024;13323;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;TEJUÇUOCA;EDILARDO EUFRASIO DA CRUZ;15;Comerciante;MDB;NORDESTE;Não Eleito;1;41;13715;2972;2026-02-28 19:30:47
2024;13935;Parda;Casado(a);55 a 59 anos;Feminino;Superior completo;GENERAL SAMPAIO;ELIENE LEITE ARAUJO BRASILEIRO;40;Advogado;PSB;NORDESTE;Não Eleito;1;50;7411;3333;2026-02-28 19:30:47
2024;13196;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;AQUIRAZ;JAIR JOSE DA SILVA;13;Servidor Público Municipal;PT;NORDESTE;Não Eleito;1;66;56085;6041;2026-02-28 19:30:47
2024;13293;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental completo;ARNEIROZ;GIDEONNE FEITOSA DE OLIVEIRA;13;Comerciante;PT;NORDESTE;Não Eleito;1;101;5938;1779;2026-02-28 19:30:47
2024;13897;Preta;Separado(a) judicialmente;35 a 39 anos;Masculino;Ensino Médio completo;FORTALEZA;TECIO NUNES SALGADO;50;Outros;PSOL;NORDESTE;Não Eleito;1;118;82603;561;2026-02-28 19:30:47
2024;13897;Preta;Separado(a) judicialmente;35 a 39 anos;Masculino;Ensino Médio completo;FORTALEZA;TECIO NUNES SALGADO;50;Outros;PSOL;NORDESTE;Não Eleito;1;80;77849;626;2026-02-28 19:30:47
2024;13854;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;CRATO;LUCAS GONÇALVES BRASIL;45;Administrador;PSDB;NORDESTE;Não Eleito;1;27;76107;3268;2026-02-28 19:30:47
2024;13439;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;BEBERIBE;ANDERSON PEROBA GOMES;27;Advogado;DC;NORDESTE;Não Eleito;1;84;39441;177;2026-02-28 19:30:47
2024;13951;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior completo;GRANJA;JOÃO PAULO AGUIAR DA SILVA;55;Advogado;PSD;NORDESTE;Não Eleito;1;25;33805;3205;2026-02-28 19:30:47
2024;14311;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;ITAPIÚNA;FRANCISCO MÁRCIO DE OLIVEIRA;36;Policial Militar;AGIR;NORDESTE;Não Eleito;1;105;14002;308;2026-02-28 19:30:47
2024;13218;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;ARACATI;CAETANO GUEDES NETO;10;Empresário;REPUBLICANOS;NORDESTE;Não Eleito;1;8;46893;20068;2026-02-28 19:30:47
2024;15920;Parda;Divorciado(a);40 a 44 anos;Masculino;Superior completo;IBICUITINGA;JOSE DE ARAUJO DANTAS FILHO;55;Policial Militar;PSD;NORDESTE;Não Eleito;1;47;11058;4352;2026-02-28 19:30:47
2024;13897;Parda;Casado(a);50 a 54 anos;Masculino;Superior incompleto;FORTALEZA;LUIS EDUARDO GRANGEIRO GIRÃO;30;Senador;NOVO;NORDESTE;Não Eleito;1;3;72239;1776;2026-02-28 19:30:47
2024;13897;Parda;Casado(a);50 a 54 anos;Masculino;Superior incompleto;FORTALEZA;LUIS EDUARDO GRANGEIRO GIRÃO;30;Senador;NOVO;NORDESTE;Não Eleito;1;118;82603;719;2026-02-28 19:30:47
2024;13897;Parda;Casado(a);50 a 54 anos;Masculino;Superior incompleto;FORTALEZA;LUIS EDUARDO GRANGEIRO GIRÃO;30;Senador;NOVO;NORDESTE;Não Eleito;1;93;70741;471;2026-02-28 19:30:47
2024;15750;Parda;Divorciado(a);55 a 59 anos;Masculino;Ensino Fundamental incompleto;UMARI;VALDEIR PINHEIRO DE MOURA;13;Empresário;PT;NORDESTE;Não Eleito;1;15;5544;1288;2026-02-28 19:30:47
2024;14257;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;ITAIÇABA;GENILSON CESAR DE SENA;22;Comerciante;PL;NORDESTE;Não Eleito;1;75;4018;127;2026-02-28 19:30:47
2024;15733;Branca;Divorciado(a);65 a 69 anos;Masculino;Ensino Médio completo;UBAJARA;FRANCISCO RENATO ALVES PESSOA;55;Empresário;PSD;NORDESTE;Não Eleito;1;73;22180;9316;2026-02-28 19:30:47
2024;13552;Parda;Solteiro(a);25 a 29 anos;Masculino;Superior completo;CANINDÉ;FRANCISCO JARDEL SOUSA PINHO;40;Vereador;PSB;NORDESTE;Eleito;1;33;48519;27388;2026-02-28 19:30:47
2024;14818;Parda;Solteiro(a);55 a 59 anos;Masculino;Ensino Médio completo;MUCAMBO;ELENILSON JOSE DA CONCEIÇÃO;40;Comerciante;PSB;NORDESTE;Eleito;1;79;6947;6947;2026-02-28 19:30:47
2024;14060;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;IBARETAMA;ANTÔNIO RODRIGUES MORAES NETO;44;Médico;UNIÃO;NORDESTE;Não Eleito;1;6;11822;4467;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Segundo turno;1;117;84214;36296;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Segundo turno;1;114;83366;31807;2026-02-28 19:30:47
2024;14036;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;GUARAMIRANGA;RICARDO PONTES CELESTINO DE BARROS;36;Empresário;AGIR;NORDESTE;Não Eleito;1;5;5880;5;2026-02-28 19:30:47
2024;15415;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;SANTANA DO ACARAÚ;FRANCISCO ELIEZIO CUNHA;23;Comerciante;CIDADANIA;NORDESTE;Não Eleito;1;44;21772;248;2026-02-28 19:30:47
2024;15032;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;PALMÁCIA;MARCONDES SOUSA BARBOSA;13;Comerciante;PT;NORDESTE;Eleito;1;4;8526;4330;2026-02-28 19:30:47
2024;15490;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;SÃO GONÇALO DO AMARANTE;MARCELO FERREIRA TELES;13;Professor de Ensino Médio;PT;NORDESTE;Eleito;1;36;42747;28925;2026-02-28 19:30:47
2024;14710;Parda;Casado(a);35 a 39 anos;Masculino;Superior incompleto;MOMBAÇA;ORLANDO BENEVIDES CAVALCANTE FILHO;10;Prefeito;REPUBLICANOS;NORDESTE;Eleito;1;46;25935;13804;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Eleito;2;85;76318;37799;2026-02-28 19:30:47
2024;14656;Branca;Casado(a);35 a 39 anos;Feminino;Superior completo;MERUOCA;CARLA MARA DAVI MACEDO;40;Administrador;PSB;NORDESTE;Não Eleito;1;24;11368;4179;2026-02-28 19:30:47
2024;14150;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;IPAUMIRIM;ESPEDITO MARCOS DE SOUSA;13;Outros;PT;NORDESTE;Não Eleito;1;92;7916;1799;2026-02-28 19:30:47
2024;14079;Branca;Casado(a);35 a 39 anos;Masculino;Superior incompleto;IBIAPINA;ANTONIO LEANDRO GOMES LINHARES;55;Empresário;PSD;NORDESTE;Não Eleito;1;73;15874;6575;2026-02-28 19:30:47
2024;13145;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;ACARAPE;FRANCISCO EDILBERTO BESERRA BARROSO;40;Prefeito;PSB;NORDESTE;Eleito;1;52;11074;7153;2026-02-28 19:30:47
2024;13811;Branca;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;COREAÚ;JOSE EDEZIO VAZ DE SOUZA;40;Empresário;PSB;NORDESTE;Eleito;1;64;16238;12228;2026-02-28 19:30:47
2024;13897;Parda;Solteiro(a);60 a 64 anos;Masculino;Superior completo;FORTALEZA;FRANCISCO RAIMUNDO MALTA DE ARAUJO;21;Advogado;PCB;NORDESTE;Não Eleito;1;93;70741;0;2026-02-28 19:30:47
2024;13897;Parda;Solteiro(a);60 a 64 anos;Masculino;Superior completo;FORTALEZA;FRANCISCO RAIMUNDO MALTA DE ARAUJO;21;Advogado;PCB;NORDESTE;Não Eleito;1;115;84003;0;2026-02-28 19:30:47
2024;14559;Branca;Casado(a);40 a 44 anos;Feminino;Superior completo;MARANGUAPE;SAMARA BEZERRA CORDEIRO DA SILVA;25;Terapeuta;PRD;NORDESTE;Não Eleito;1;4;62512;16258;2026-02-28 19:30:47
2024;14974;Branca;Casado(a);50 a 54 anos;Feminino;Superior completo;PACOTI;SUELY MARIA NOGUEIRA DE SOUSA GUERRA;27;Professor de Ensino Fundamental;DC;NORDESTE;Não Eleito;1;5;9310;0;2026-02-28 19:30:47
2024;13692;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;CASCAVEL;CLEITON PEREIRA DA SILVA;13;Servidor Público Estadual;PT;NORDESTE;Não Eleito;1;7;49302;21825;2026-02-28 19:30:47
2024;15075;Branca;Solteiro(a);45 a 49 anos;Masculino;Lê e escreve;PARAMBU;ERASMO DE SOUSA LIMA;13;Agricultor;PT;NORDESTE;Não Eleito;1;19;20189;1739;2026-02-28 19:30:47
2024;15377;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;RUSSAS;SÁVIO GURGEL NOGUEIRA;40;Prefeito;PSB;NORDESTE;Eleito;1;9;42562;39856;2026-02-28 19:30:47
2024;14370;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;JAGUARIBARA;JOSÉ NUNES DOS SANTOS FILHO;40;Pedagogo;PSB;NORDESTE;Eleito;1;72;7585;4886;2026-02-28 19:30:47
2024;98574;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;VARJOTA;FRANCISCO ELMO BEZERRA MONTE;40;Empresário;PSB;NORDESTE;Eleito;1;65;13869;8914;2026-02-28 19:30:47
2024;14478;Branca;Solteiro(a);25 a 29 anos;Feminino;Superior completo;JUAZEIRO DO NORTE;SUED CARVALHO;80;Professor de Ensino Médio;UP;NORDESTE;Não Eleito;1;28;65259;936;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Segundo turno;1;118;82603;28240;2026-02-28 19:30:47
2024;13269;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;POTIRETAMA;FREDERICO FREITAS CAMPELO BESSA;55;Médico;PSD;NORDESTE;Não Eleito;1;86;5127;1471;2026-02-28 19:30:47
2024;14893;Branca;Casado(a);25 a 29 anos;Masculino;Superior incompleto;NOVO ORIENTE;EDUARDO COELHO ROSA CAVALCANTE;40;Empresário;PSB;NORDESTE;Eleito;1;99;17922;13563;2026-02-28 19:30:47
2024;15733;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;UBAJARA;ADÉCIO MUNIZ PAIVA FILHO;40;Advogado;PSB;NORDESTE;Eleito;1;73;22180;10835;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Segundo turno;1;118;82603;33873;2026-02-28 19:30:47
2024;13579;Branca;Casado(a);70 a 74 anos;Masculino;Ensino Médio completo;CAPISTRANO;JOSE RENATO CAVALCANTE LIMA;11;Outros;PP;NORDESTE;Não Eleito;1;105;13802;6499;2026-02-28 19:30:47
2024;15490;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;SÃO GONÇALO DO AMARANTE;FRANCISCO CLAUDIO PINTO PINHO;12;Tabelião;PDT;NORDESTE;Não Eleito;1;36;42747;12994;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Eleito;2;117;85672;42278;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Eleito;2;113;85766;47359;2026-02-28 19:30:47
2024;15733;Parda;Divorciado(a);45 a 49 anos;Masculino;Ensino Médio completo;UBAJARA;MANOEL NONATO DE SOUZA;15;Gari ou Lixeiro;MDB;NORDESTE;Não Eleito;1;73;22180;2029;2026-02-28 19:30:47
2024;14192;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;IPUEIRAS;RAIMUNDO MELO SAMPAIO;40;Empresário;PSB;NORDESTE;Não Eleito;1;40;24326;8161;2026-02-28 19:30:47
2024;14397;Branca;Divorciado(a);70 a 74 anos;Masculino;Superior completo;JAGUARIBE;JOSÉ ABNER NOGUEIRA DIÓGENES PINHEIRO;11;Empresário;PP;NORDESTE;Não Eleito;1;10;24126;9203;2026-02-28 19:30:47
2024;15555;Branca;Solteiro(a);50 a 54 anos;Masculino;Superior completo;SENADOR POMPEU;LUIZ FLAVIO MENDES DE CARVALHO;13;Advogado;PT;NORDESTE;Não Eleito;1;12;17003;7783;2026-02-28 19:30:47
2024;14990;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;PACUJÁ;JOAO PAULO DE ARAUJO MARQUES;23;Agricultor;CIDADANIA;NORDESTE;Não Eleito;1;79;5461;1560;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;FORTALEZA;WAGNER SOUSA GOMES;44;Policial Militar;UNIÃO;NORDESTE;Não Eleito;1;94;79500;12109;2026-02-28 19:30:47
2024;15490;Branca;Casado(a);45 a 49 anos;Feminino;Superior completo;SÃO GONÇALO DO AMARANTE;LAMARKA LOPES PEREIRA;22;Empresário;PL;NORDESTE;Não Eleito;1;36;42747;828;2026-02-28 19:30:47
2024;14052;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;HIDROLÂNDIA;FRANCISCO JERBERSON TIMBO MAGALHAES;20;Empresário;PODE;NORDESTE;Não Eleito;1;54;13788;6631;2026-02-28 19:30:47
2024;13897;Parda;Solteiro(a);60 a 64 anos;Masculino;Superior completo;FORTALEZA;FRANCISCO RAIMUNDO MALTA DE ARAUJO;21;Advogado;PCB;NORDESTE;Não Eleito;1;116;90402;0;2026-02-28 19:30:47
2024;13897;Parda;Solteiro(a);60 a 64 anos;Masculino;Superior completo;FORTALEZA;FRANCISCO RAIMUNDO MALTA DE ARAUJO;21;Advogado;PCB;NORDESTE;Não Eleito;1;82;79979;0;2026-02-28 19:30:47
2024;13161;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;CHOROZINHO;EMILIANO ALEXANDRE DE FREITAS NETO;33;Outros;MOBILIZA;NORDESTE;Não Eleito;1;49;15788;110;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;JOSÉ BATISTA NETO;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;1;118;82603;47;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;JOSÉ BATISTA NETO;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;1;117;84214;44;2026-02-28 19:30:47
2024;13340;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;IPAPORANGA;FRANCISCO CARDOSO LIMA;44;Contador;UNIÃO;NORDESTE;Não Eleito;1;20;8432;678;2026-02-28 19:30:47
2024;14273;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;ITAPAJÉ;VILAMAR ARAUJO SOUSA;22;Vereador;PL;NORDESTE;Não Eleito;1;41;32835;1853;2026-02-28 19:30:47
2024;13480;Branca;Divorciado(a);45 a 49 anos;Masculino;Ensino Médio completo;ITAITINGA;DENIS GOMES DA SILVA;20;Vereador;PODE;NORDESTE;Não Eleito;1;78;30384;547;2026-02-28 19:30:47
2024;14095;Parda;Solteiro(a);45 a 49 anos;Feminino;Superior completo;ICÓ;AURINEIDE AMARO DE SOUSA;13;Professor de Ensino Superior;PT;NORDESTE;Eleito;1;15;38312;24944;2026-02-28 19:30:47
2024;13897;Branca;Divorciado(a);65 a 69 anos;Masculino;Superior completo;FORTALEZA;JOSE SARTO NOGUEIRA MOREIRA;12;Prefeito;PDT;NORDESTE;Não Eleito;1;94;79500;7756;2026-02-28 19:30:47
2024;14117;Branca;Casado(a);65 a 69 anos;Masculino;Ensino Médio completo;IGUATU;CARLOS AUGUSTO CORREIA LIMA;33;Outros;MOBILIZA;NORDESTE;Não Eleito;1;13;58796;0;2026-02-28 19:30:47
2024;13730;Preta;Casado(a);55 a 59 anos;Masculino;Superior completo;CAUCAIA;WALDEMIR CATANHO DE SENA JUNIOR;13;Jornalista e Redator;PT;NORDESTE;Não Eleito;2;120;41437;19312;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Não Eleito;2;83;88362;43925;2026-02-28 19:30:47
2024;15717;Parda;Solteiro(a);45 a 49 anos;Feminino;Superior completo;TRAIRI;GLEICIVANIA PIRES MAGALHAES;55;Professor de Ensino Fundamental;PSD;NORDESTE;Não Eleito;1;97;40582;10655;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Segundo turno;1;114;83366;27850;2026-02-28 19:30:47
2024;13897;Preta;Separado(a) judicialmente;35 a 39 anos;Masculino;Ensino Médio completo;FORTALEZA;TECIO NUNES SALGADO;50;Outros;PSOL;NORDESTE;Não Eleito;1;3;72239;612;2026-02-28 19:30:47
2024;13137;Preta;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;ALTO SANTO;DAMIÃO AMÂNCIO DA SILVA;50;Técnico em Edificações;PSOL;NORDESTE;Não Eleito;1;86;10476;530;2026-02-28 19:30:47
2024;14494;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;JUCÁS;DENIS OSTERNE LUCAS FERNANDES;15;Empresário;MDB;NORDESTE;Não Eleito;1;43;16461;473;2026-02-28 19:30:47
2024;13730;Parda;Casado(a);50 a 54 anos;Feminino;Superior completo;CAUCAIA;MARIA EMILIA PESSOA DE LIMA CARNEIRO;45;Deputado;PSDB;NORDESTE;Não Eleito;1;123;75486;16941;2026-02-28 19:30:47
2024;13650;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental completo;CARIÚS;ANTONIO CLAUDIO HOLANDA BORGES;55;Agricultor;PSD;NORDESTE;Não Eleito;1;43;13490;38;2026-02-28 19:30:47
2024;15059;Branca;Solteiro(a);45 a 49 anos;Feminino;Superior completo;PARACURU;GABRIELA CORDEIRO FAÇANHA;10;Odontólogo;REPUBLICANOS;NORDESTE;Eleito;1;109;27619;16022;2026-02-28 19:30:47
2024;13390;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;BARRO;PAULO VINICIUS LAURINDO DA SILVA;55;Empresário;PSD;NORDESTE;Não Eleito;1;92;12835;4576;2026-02-28 19:30:47
2024;13897;Parda;Casado(a);50 a 54 anos;Masculino;Superior incompleto;FORTALEZA;LUIS EDUARDO GRANGEIRO GIRÃO;30;Senador;NOVO;NORDESTE;Não Eleito;1;112;88807;1390;2026-02-28 19:30:47
2024;13897;Parda;Casado(a);50 a 54 anos;Masculino;Superior incompleto;FORTALEZA;LUIS EDUARDO GRANGEIRO GIRÃO;30;Senador;NOVO;NORDESTE;Não Eleito;1;2;83472;794;2026-02-28 19:30:47
2024;15920;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;IBICUITINGA;ROGERIO BARREIRA PINHEIRO;13;Servidor Público Estadual;PT;NORDESTE;Eleito;1;47;11058;6706;2026-02-28 19:30:47
2024;15113;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio incompleto;PEDRA BRANCA;FRANCISCO NAZIEL DE SOUZA CAVALCANTE;10;Empresário;REPUBLICANOS;NORDESTE;Não Eleito;1;59;26824;11901;2026-02-28 19:30:47
2024;15075;Parda;Solteiro(a);25 a 29 anos;Masculino;Superior completo;PARAMBU;ROMULO MATEUS NORONHA;77;Prefeito;SOLIDARIEDADE;NORDESTE;Eleito;1;19;20189;16282;2026-02-28 19:30:47
2024;13412;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;BATURITÉ;HÉRBERLH FREITAS REIS CAVALCANTE MOTA;10;Empresário;REPUBLICANOS;NORDESTE;Eleito;1;5;22708;18058;2026-02-28 19:30:47
2024;13315;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;ASSARÉ;ERIGILSON BEZERRA LIMA;15;Empresário;MDB;NORDESTE;Não Eleito;1;18;14746;2457;2026-02-28 19:30:47
2024;13153;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;ANTONINA DO NORTE;ELMAR ALVES DA SILVA;15;Servidor Público Municipal;MDB;NORDESTE;Não Eleito;1;18;5613;994;2026-02-28 19:30:47
2024;13404;Branca;Solteiro(a);25 a 29 anos;Feminino;Superior completo;BARROQUINHA;TAINAH GOMES MARINHO DE OLIVEIRA;13;Engenheiro;PT;NORDESTE;Não Eleito;1;108;12742;6338;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;FORTALEZA;WAGNER SOUSA GOMES;44;Policial Militar;UNIÃO;NORDESTE;Não Eleito;1;118;82603;9099;2026-02-28 19:30:47
2024;14117;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;IGUATU;JOSÉ DE SÁ VILAROUCA;40;Empresário;PSB;NORDESTE;Não Eleito;1;13;58796;2031;2026-02-28 19:30:47
2024;15296;Branca;Casado(a);70 a 74 anos;Masculino;Superior completo;QUIXERAMOBIM;CIRILO ANTÔNIO PIMENTA LIMA;40;Prefeito;PSB;NORDESTE;Eleito;1;11;48430;30357;2026-02-28 19:30:47
2024;15091;Parda;Casado(a);45 a 49 anos;Feminino;Superior completo;PARAMOTI;ANTONIA TELVANIA FERREIRA BRAZ BARRETO;40;Prefeito;PSB;NORDESTE;Eleito;1;111;8731;6232;2026-02-28 19:30:47
