Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Região;Situação totalização;Votos válidos;Votos nominais;Data de carga
14753;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;MORADA NOVA;JOSE VANDERLEY NOGUEIRA;13;Empresário;PT;NORDESTE;Eleito;45504;24888;2026-01-19 14:01:28
15440;Parda;Casado(a);35 a 39 anos;Masculino;Superior incompleto;SALITRE;RONDILSON DE ALENCAR RIBEIRO;13;Prefeito;PT;NORDESTE;Eleito;6272;6272;2026-01-19 14:01:28
15610;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;SOLONÓPOLE;JOSÉ WEBSTON NOGUEIRA PINHEIRO;10;Prefeito;PRB;NORDESTE;Eleito;11562;6178;2026-01-19 14:01:28
13153;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio incompleto;ANTONINA DO NORTE;FRANCISCO EVANDRO ARRAIS DE ALMEIDA;77;Empresário;SD;NORDESTE;Eleito;5441;3225;2026-01-19 14:01:28
13196;Branca;Divorciado(a);70 a 74 anos;Masculino;Superior completo;AQUIRAZ;ANTONIO FERNANDO FREITAS GUIMARAES;11;Prefeito;PP;NORDESTE;Não Eleito;43376;14109;2026-01-19 14:01:28
15695;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;TIANGUÁ;JOSE CARDOSO TERCEIRO;51;Comerciante;PATRI;NORDESTE;Não Eleito;39140;814;2026-01-19 14:01:28
14931;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;PACAJUS;FLANKY JOSÉ AMARAL CHAVES;11;Empresário;PP;NORDESTE;Eleito;39829;16733;2026-01-19 14:01:28
15172;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;PEREIRO;RAIMUNDO ESTEVAM NETO;12;Comerciante;PDT;NORDESTE;Eleito;7088;6699;2026-01-19 14:01:28
15652;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;TAMBORIL;JOSÉ RAMIRO TEIXEIRA JUNIOR;12;Prefeito;PDT;NORDESTE;Não Eleito;16180;7931;2026-01-19 14:01:28
14478;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;JUAZEIRO DO NORTE;FRANCISCO FABIANO CLAUDIANO DE OLIVEIRA;40;Locutor e Comentarista de Rádio e Televisão e Radialista;PSB;NORDESTE;Não Eleito;129994;9084;2026-01-19 14:01:28
15792;Parda;Solteiro(a);40 a 44 anos;Masculino;Superior completo;URUOCA;FRANCISCO KILSEM PESSOA AQUINO;12;Advogado;PDT;NORDESTE;Eleito;9022;4872;2026-01-19 14:01:28
13471;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;BOA VIAGEM;ADRIANO JOSE DA SILVA;10;Empresário;PRB;NORDESTE;Não Eleito;30780;11383;2026-01-19 14:01:28
13072;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;AIUABA;JOSE ADALBERTO FEITOSA RODRIGUES;15;Empresário;PMDB;NORDESTE;Não Eleito;8486;3598;2026-01-19 14:01:28
13200;Parda;Solteiro(a);30 a 34 anos;Masculino;Ensino Fundamental completo;ERERÊ;ANTONIO NIVALDO MUNIZ DA SILVA;11;Comerciante;PP;NORDESTE;Eleito;4324;2276;2026-01-19 14:01:28
98574;Branca;Casado(a);45 a 49 anos;Feminino;Ensino Fundamental completo;VARJOTA;FRANCISCA CELIA RODRIGUES DE SOUSA;15;Vereador;PMDB;NORDESTE;Eleito;12217;6597;2026-01-19 14:01:28
15091;Parda;Casado(a);75 a 79 anos;Masculino;Ensino Médio completo;PARAMOTI;EDUARDO FEIJÓ SANTOS;12;Outros;PDT;NORDESTE;Eleito;7958;3809;2026-01-19 14:01:28
13897;Indígena;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental completo;FORTALEZA;FRANCISCO DAS CHAGAS GONZAGA;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;1286510;2187;2026-01-19 14:01:28
15750;Parda;Casado(a);50 a 54 anos;Feminino;Ensino Fundamental incompleto;UMARI;MIRINEIDE PINHEIRO MOURA;55;Prefeito;PSD;NORDESTE;Não Eleito;5046;2521;2026-01-19 14:01:28
15334;Parda;Solteiro(a);25 a 29 anos;Masculino;Superior completo;REDENÇÃO;DAVID SANTA CRUZ BENEVIDES;31;Engenheiro;PHS;NORDESTE;Eleito;11386;9506;2026-01-19 14:01:28
14770;Parda;Solteiro(a);35 a 39 anos;Masculino;Ensino Médio completo;MORAÚJO;ALEXANDRE MOREIRA ABREU;10;Empresário;PRB;NORDESTE;Não Eleito;6015;2666;2026-01-19 14:01:28
13838;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;CRATEÚS;MARCELO FERREIRA MACHADO;77;Empresário;SD;NORDESTE;Eleito;41621;21064;2026-01-19 14:01:28
98531;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;QUIXELÔ;RAFAEL MACHADO DE OLIVEIRA;22;Advogado;PR;NORDESTE;Não Eleito;11064;241;2026-01-19 14:01:28
13579;Parda;Casado(a);40 a 44 anos;Feminino;Superior completo;CAPISTRANO;INES NASCIMENTO DE OLIVEIRA;45;Professor de Ensino Fundamental;PSDB;NORDESTE;Eleito;12762;7038;2026-01-19 14:01:28
13811;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;COREAÚ;CARLOS RONER FELIX ALBUQUERQUE;45;Gerente;PSDB;NORDESTE;Eleito;16032;8279;2026-01-19 14:01:28
15920;Parda;Solteiro(a);30 a 34 anos;Masculino;Ensino Médio completo;IBICUITINGA;JOSÉ ZAIRTON GIRÃO MAIA JUNIOR;11;Empresário;PP;NORDESTE;Não Eleito;10702;5274;2026-01-19 14:01:28
13056;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;ACOPIARA;FRANCISCO VILMAR FELIX MARTINS;12;Médico;PDT;NORDESTE;Não Eleito;31479;15486;2026-01-19 14:01:28
15393;Branca;Casado(a);45 a 49 anos;Masculino;Superior incompleto;SABOEIRO;GERMANO GOMES FLORENTINO;13;Empresário;PT;NORDESTE;Não Eleito;10317;531;2026-01-19 14:01:28
14451;Branca;Casado(a);45 a 49 anos;Feminino;Superior completo;JATI;MARIA DE JESUS DINIZ NOGUEIRA;55;Prefeito;PSD;NORDESTE;Eleito;3971;3971;2026-01-19 14:01:28
13170;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;APUIARÉS;ROBERTO SAVIO GOMES DA SILVA;55;Agente Administrativo;PSD;NORDESTE;Eleito;10449;5363;2026-01-19 14:01:28
13315;Branca;Divorciado(a);55 a 59 anos;Masculino;Ensino Médio completo;ASSARÉ;ANTONIO LEITE XAVIER;65;Locutor e Comentarista de Rádio e Televisão e Radialista;PC do B;NORDESTE;Não Eleito;14228;86;2026-01-19 14:01:28
14290;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Fundamental incompleto;ITAPIPOCA;FRANCISCO LAELIO GONÇALVES BASTOS;19;Empresário;PTN;NORDESTE;Não Eleito;71282;642;2026-01-19 14:01:28
14052;Branca;Solteiro(a);25 a 29 anos;Masculino;Ensino Médio completo;HIDROLÂNDIA;THIAGO MELO MOURÃO;14;Empresário;PTB;NORDESTE;Não Eleito;12860;5859;2026-01-19 14:01:28
13188;Parda;Solteiro(a);70 a 74 anos;Masculino;Ensino Fundamental completo;HORIZONTE;LUIS LINCOLN MACHADO;50;Outros;PSOL;NORDESTE;Não Eleito;42189;259;2026-01-19 14:01:28
13196;Parda;Casado(a);40 a 44 anos;Feminino;Ensino Médio completo;AQUIRAZ;LUCINEIDE LIMA LOUREDO;36;Empresário;PTC;NORDESTE;Não Eleito;43376;769;2026-01-19 14:01:28
13188;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;HORIZONTE;MARCUS ANTONIO CUNHA BEZERRA;13;Professor de Ensino Fundamental;PT;NORDESTE;Não Eleito;42189;1035;2026-01-19 14:01:28
13854;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;CRATO;SAMUEL VILAR DE ALENCAR ARARIPE;45;Tabelião;PSDB;NORDESTE;Não Eleito;64202;24643;2026-01-19 14:01:28
13811;Branca;Casado(a);35 a 39 anos;Feminino;Superior completo;COREAÚ;ÉRIKA FROTA MONTE COELHO CRISTINO;12;Administrador;PDT;NORDESTE;Não Eleito;16032;7701;2026-01-19 14:01:28
13897;Parda;Casado(a);55 a 59 anos;Masculino;Superior incompleto;FORTALEZA;AGOSTINHO FREDERICO TIN CARMO GOMES;31;Deputado;PHS;NORDESTE;Não Eleito;1286510;4616;2026-01-19 14:01:28
14036;Parda;Solteiro(a);40 a 44 anos;Masculino;Superior completo;GUARAMIRANGA;FRANCISCO JERRY DE SOUZA;22;Vereador;PR;NORDESTE;Não Eleito;4801;2230;2026-01-19 14:01:28
13714;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior completo;CATARINA;THIAGO PAES DE ANDRADE RODRIGUES;15;Médico;PMDB;NORDESTE;Eleito;7281;4395;2026-01-19 14:01:28
13218;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;ARACATI;FRANCISCO IVAN SILVÉRIO DA COSTA;12;Contador;PDT;NORDESTE;Não Eleito;30987;12234;2026-01-19 14:01:28
13935;Branca;Casado(a);50 a 54 anos;Feminino;Superior completo;GENERAL SAMPAIO;ELIENE LEITE ARAUJO BRASILEIRO;11;Advogado;PP;NORDESTE;Não Eleito;6555;2742;2026-01-19 14:01:28
14680;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;MIRAÍMA;ANTÔNIO EDNARDO BRAGA LIMA FILHO;22;Servidor Público Federal;PR;NORDESTE;Eleito;9560;5598;2026-01-19 14:01:28
15695;Parda;Casado(a);50 a 54 anos;Feminino;Ensino Médio incompleto;TIANGUÁ;VALDEIDA SOUZA AZEVEDO;12;Empresário;PDT;NORDESTE;Não Eleito;39140;16923;2026-01-19 14:01:28
13382;Parda;Casado(a);60 a 64 anos;Masculino;Superior completo;BANABUIÚ;FRANCISCO HERMES NOBRE;12;Agrônomo;PDT;NORDESTE;Eleito;11973;6537;2026-01-19 14:01:28
15695;Branca;Viúvo(a);70 a 74 anos;Masculino;Superior completo;TIANGUÁ;LUIZ MENEZES DE LIMA;55;Aposentado (Exceto Servidor Público);PSD;NORDESTE;Eleito;41969;20932;2026-01-19 14:01:28
15881;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental incompleto;CROATÁ;ANTONIO FELINTO FILHO;15;Prefeito;PMDB;NORDESTE;Não Eleito;10103;5045;2026-01-19 14:01:28
13374;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;BARBALHA;EXPEDITO LEOPOLDO DE OLIVEIRA JUNIOR;23;Serventuário de Justiça;PPS;NORDESTE;Não Eleito;33518;556;2026-01-19 14:01:28
13170;Parda;Divorciado(a);65 a 69 anos;Masculino;Superior completo;APUIARÉS;RAIMUNDO SINVAL ALVES DE SOUSA;11;Advogado;PP;NORDESTE;Não Eleito;10449;165;2026-01-19 14:01:28
13366;Branca;Casado(a);25 a 29 anos;Masculino;Superior incompleto;TARRAFAS;TERTULIANO CANDIDO MARTINS DE ARAÚJO;11;Outros;PP;NORDESTE;Eleito;5929;3182;2026-01-19 14:01:28
15512;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;SÃO JOÃO DO JAGUARIBE;FRANCISCO ACÁCIO CHAVES;12;Prefeito;PDT;NORDESTE;Eleito;6146;3353;2026-01-19 14:01:28
14532;Parda;Casado(a);60 a 64 anos;Masculino;Superior completo;LIMOEIRO DO NORTE;JOSÉ ANCHIETA DE SOUSA;17;Servidor Público Federal;PSL;NORDESTE;Não Eleito;34671;675;2026-01-19 14:01:28
13730;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;CAUCAIA;MARCOS DANIEL FALCÃO GADELHA;50;Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;PSOL;NORDESTE;Não Eleito;152420;2187;2026-01-19 14:01:28
13897;Branca;Casado(a);35 a 39 anos;Masculino;Superior incompleto;FORTALEZA;RONALDO MANCHADO MARTINS;10;Deputado;PRB;NORDESTE;Não Eleito;1286510;51687;2026-01-19 14:01:28
13048;Branca;Solteiro(a);21 a 24 anos;Masculino;Superior incompleto;PIRES FERREIRA;JOSÉ AUGUSTO PEREIRA TORRES;45;Estudante, Bolsista, Estagiário e Assemelhados;PSDB;NORDESTE;Não Eleito;6300;2660;2026-01-19 14:01:28
14672;Parda;Solteiro(a);21 a 24 anos;Masculino;Superior incompleto;MILAGRES;FRANCISCO PEREIRA DA SILVA NETO;15;Servidor Público Municipal;PMDB;NORDESTE;Não Eleito;17714;8402;2026-01-19 14:01:28
15431;Branca;Casado(a);40 a 44 anos;Feminino;Ensino Médio completo;SANTANA DO CARIRI;DANIELI DE ABREU MACHADO;17;Prefeito;PSL;NORDESTE;Eleito;10390;5232;2026-01-19 14:01:28
15210;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;PORANGA;CARLISSON EMERSON ARAUJO DA ASSUNÇÃO;12;Fisioterapeuta e Terapeuta Ocupacional;PDT;NORDESTE;Eleito;7365;3780;2026-01-19 14:01:28
14230;Parda;Divorciado(a);35 a 39 anos;Masculino;Superior completo;IRAUÇUBA;RAIMUNDO NONATO SOUZA SILVA;55;Administrador;PSD;NORDESTE;Eleito;13801;7731;2026-01-19 14:01:28
15938;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;ICAPUÍ;MARCUS VAGNE REBOUÇAS;23;Comerciante;PPS;NORDESTE;Não Eleito;13306;521;2026-01-19 14:01:28
14915;Branca;Solteiro(a);35 a 39 anos;Feminino;Superior completo;ORÓS;LUHANNA ÚRYA MACIEL BEZERRA;25;Advogado;DEM;NORDESTE;Não Eleito;14084;6029;2026-01-19 14:01:28
13234;Parda;Casado(a);70 a 74 anos;Masculino;Superior completo;ARACOIABA;FRANCISCO ARY RIBEIRO TEIXEIRA;90;Aposentado (Exceto Servidor Público);PROS;NORDESTE;Não Eleito;20569;6001;2026-01-19 14:01:28
15458;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;SANTA QUITÉRIA;ANTONIO ARILSON LOPES FERREIRA;50;Servidor Público Estadual;PSOL;NORDESTE;Não Eleito;25990;101;2026-01-19 14:01:28
13269;Parda;Solteiro(a);40 a 44 anos;Feminino;Ensino Fundamental completo;POTIRETAMA;ASTROLABIA FERREIRA FREITAS;11;Agricultor;PP;NORDESTE;Não Eleito;4653;1988;2026-01-19 14:01:28
14737;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;MONSENHOR TABOSA;JOÃO SOUTO RODRIGUES;14;Vendedor de Comércio Varejista e Atacadista;PTB;NORDESTE;Não Eleito;11439;4965;2026-01-19 14:01:28
15695;Branca;Viúvo(a);70 a 74 anos;Masculino;Superior completo;TIANGUÁ;LUIZ MENEZES DE LIMA;55;Aposentado (Exceto Servidor Público);PSD;NORDESTE;Não Eleito;41714;19114;2026-01-19 14:01:28
14770;Branca;Casado(a);25 a 29 anos;Masculino;Ensino Médio completo;MORAÚJO;CARLOS ÁQUILA CUNHA DE QUEIROZ;12;Servidor Público Municipal;PDT;NORDESTE;Eleito;6015;3349;2026-01-19 14:01:28
14893;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;NOVO ORIENTE;VANALDO CARLOS MOURA;65;Empresário;PC do B;NORDESTE;Eleito;16897;8531;2026-01-19 14:01:28
13412;Parda;Solteiro(a);35 a 39 anos;Feminino;Superior completo;BATURITÉ;CRISTIANE BRAGA SARAIVA;13;Advogado;PT;NORDESTE;Não Eleito;20092;4394;2026-01-19 14:01:28
15091;Branca;Casado(a);45 a 49 anos;Masculino;Superior incompleto;PARAMOTI;ANTONIO JOSÉ CAVALCANTE RANGEL;22;Empresário;PR;NORDESTE;Não Eleito;7958;2822;2026-01-19 14:01:28
15091;Parda;Solteiro(a);35 a 39 anos;Feminino;Superior completo;PARAMOTI;ANTONIA TELVANIA FERREIRA BRAZ;31;Professor de Ensino Fundamental;PHS;NORDESTE;Não Eleito;7958;1251;2026-01-19 14:01:28
13617;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;CARIRÉ;ERIBERTO DE SA PONTE JUNIOR;45;Químico;PSDB;NORDESTE;Não Eleito;11788;2746;2026-01-19 14:01:28
13919;Parda;Divorciado(a);40 a 44 anos;Masculino;Superior completo;FRECHEIRINHA;HELTON LUIS AGUIAR JUNIOR;12;Empresário;PDT;NORDESTE;Eleito;4934;4934;2026-01-19 14:01:28
15270;Branca;Solteiro(a);40 a 44 anos;Masculino;Superior completo;QUIXADÁ;RICARDO JOSÉ ARAUJO SILVEIRA;15;Médico;PMDB;NORDESTE;Não Eleito;44728;19259;2026-01-19 14:01:28
13358;Parda;Casado(a);40 a 44 anos;Feminino;Superior completo;BAIXIO;LAURA CRISTINA FERREIRA ALENCAR;55;Prefeito;PSD;NORDESTE;Não Eleito;4440;1950;2026-01-19 14:01:28
15490;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;SÃO GONÇALO DO AMARANTE;JOSE ARIMATEA RODRIGUES DE FARIAS;50;Professor de Ensino Fundamental;PSOL;NORDESTE;Não Eleito;34092;149;2026-01-19 14:01:28
15172;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;PEREIRO;EUGÊNIO MATIAS DE QUEIROZ;50;Professor de Ensino Médio;PSOL;NORDESTE;Não Eleito;7088;389;2026-01-19 14:01:28
13480;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;ITAITINGA;DENIS GOMES DA SILVA;51;Comerciante;PEN;NORDESTE;Não Eleito;17332;3775;2026-01-19 14:01:28
15598;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;SOBRAL;MOSES HAENDEL MELO RODRIGUES;15;Empresário;PMDB;NORDESTE;Não Eleito;112569;45209;2026-01-19 14:01:28
13323;Branca;Solteiro(a);35 a 39 anos;Feminino;Ensino Médio completo;TEJUÇUOCA;ANTONIA HELOIDE ESTEVAM RODRIGUES;15;Outros;PMDB;NORDESTE;Eleito;11869;6420;2026-01-19 14:01:28
13870;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;FARIAS BRITO;JOSE MARIA GOMES PEREIRA;65;Advogado;PC do B;NORDESTE;Eleito;12151;7639;2026-01-19 14:01:28
15318;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;QUIXERÉ;JESUS ORLEUDO NERY RIBEIRO;45;Advogado;PSDB;NORDESTE;Não Eleito;8209;817;2026-01-19 14:01:28
14095;Branca;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;ICÓ;GLIOBEL CORREIA NETO;43;Comerciante;PV;NORDESTE;Não Eleito;38990;459;2026-01-19 14:01:28
13633;Parda;Solteiro(a);35 a 39 anos;Feminino;Superior completo;CARIRIAÇU;KASSYANA MELO FEITOSA;22;Outros;PR;NORDESTE;Não Eleito;18477;334;2026-01-19 14:01:28
15695;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;TIANGUÁ;JEAN NUNES AZEVEDO;12;Prefeito;PDT;NORDESTE;Não Eleito;41969;19637;2026-01-19 14:01:28
15652;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;TAMBORIL;PEDRO CALISTO DA SILVA;15;Motorista de Veículos de Transporte de Carga;PMDB;NORDESTE;Eleito;16180;8249;2026-01-19 14:01:28
15717;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;TRAIRI;MARCOS HENRIQUE FERREIRA DO PRADO;45;Médico;PSDB;NORDESTE;Eleito;33220;17127;2026-01-19 14:01:28
13013;Branca;Casado(a);75 a 79 anos;Masculino;Ensino Fundamental completo;ABAIARA;AFONSO TAVARES LEITE;13;Aposentado (Exceto Servidor Público);PT;NORDESTE;Eleito;5643;2889;2026-01-19 14:01:28
15733;Parda;Divorciado(a);60 a 64 anos;Masculino;Ensino Médio completo;UBAJARA;JOSE ROMANO DO NASCIMENTO;11;Prefeito;PP;NORDESTE;Não Eleito;18854;5929;2026-01-19 14:01:28
15750;Parda;Casado(a);35 a 39 anos;Masculino;Superior incompleto;UMARI;FRANCISCO ALEXANDRE BARROS NETO;13;Policial Militar;PT;NORDESTE;Eleito;5046;2525;2026-01-19 14:01:28
13935;Parda;Separado(a) judicialmente;50 a 54 anos;Masculino;Superior incompleto;GENERAL SAMPAIO;FRANCISCO CORDEIRO MOREIRA;12;Empresário;PDT;NORDESTE;Eleito;6555;3813;2026-01-19 14:01:28
14591;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio incompleto;MARTINÓPOLE;LUIZ LINHARES BARROS;54;Comerciante;PPL;NORDESTE;Não Eleito;8311;127;2026-01-19 14:01:28
13978;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;GRANJEIRO;RAIMUNDO DUCLIEUX DE FREITAS;10;Médico;PRB;NORDESTE;Não Eleito;4501;2143;2026-01-19 14:01:28
13919;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;FRECHEIRINHA;CARLEONE JUNIOR DE ARAUJO;11;Prefeito;PP;NORDESTE;Eleito;9732;4929;2026-01-19 14:01:28
15695;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;TIANGUÁ;HAROLDO ARAGÃO CORREIA;13;Comerciante;PT;NORDESTE;Não Eleito;39140;1135;2026-01-19 14:01:28
14354;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;JAGUARETAMA;FRANCISCO GLAIRTON RABELO CUNHA;22;Bancário e Economiário;PR;NORDESTE;Eleito;12169;7660;2026-01-19 14:01:28
15199;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;PIQUET CARNEIRO;BISMARCK BARROS BEZERRA;12;Vereador;PDT;NORDESTE;Eleito;8905;5745;2026-01-19 14:01:28
14559;Branca;Solteiro(a);21 a 24 anos;Masculino;Ensino Médio completo;MARANGUAPE;JOÃO PAULO DE CASTRO CARNEIRO XEREZ SILVA;31;Vereador;PHS;NORDESTE;Eleito;33634;33634;2026-01-19 14:01:28
13323;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;TEJUÇUOCA;JORGE SILVA MOTA FILHO;28;Policial Civil;PRTB;NORDESTE;Não Eleito;11869;5449;2026-01-19 14:01:28
13390;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BARRO;JOSÉ MARQUINÉLIO TAVARES;25;Médico;DEM;NORDESTE;Eleito;12238;6065;2026-01-19 14:01:28
15377;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental incompleto;RUSSAS;RAIMUNDO CORDEIRO DE FREITAS;55;Empresário;PSD;NORDESTE;Não Eleito;44137;20393;2026-01-19 14:01:28
14290;Branca;Solteiro(a);50 a 54 anos;Masculino;Superior completo;ITAPIPOCA;JOÃO RIBEIRO BARROSO;45;Engenheiro;PSDB;NORDESTE;Eleito;71282;33158;2026-01-19 14:01:28
15210;Branca;Casado(a);40 a 44 anos;Feminino;Superior completo;PORANGA;MARIA ERINEUDA BEZERRA DE MENEZES;15;Professor de Ensino Fundamental;PMDB;NORDESTE;Não Eleito;7365;3585;2026-01-19 14:01:28
13480;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;ITAITINGA;SEBASTIÃO CORDEIRO DE OLIVEIRA JÚNIOR;27;Empresário;PSDC;NORDESTE;Não Eleito;17332;1301;2026-01-19 14:01:28
15393;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;SABOEIRO;FRANCISCO TACIDO SANTOS CAVALCANTI;15;Advogado;PMDB;NORDESTE;Não Eleito;10317;4608;2026-01-19 14:01:28
14117;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;IGUATU;EDNALDO DE LAVOR COURAS;12;Empresário;PDT;NORDESTE;Eleito;52519;31557;2026-01-19 14:01:28
14370;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;JAGUARIBARA;JOSIMAR BARBOSA PARENTE;28;Agricultor;PRTB;NORDESTE;Não Eleito;3841;364;2026-01-19 14:01:28
14435;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;JARDIM;ANIZIARIO JORGE COSTA;65;Médico;PC do B;NORDESTE;Eleito;16133;10306;2026-01-19 14:01:28
13412;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;BATURITÉ;FRANCISCO ANTONIO DO CARMO;19;Policial Militar;PTN;NORDESTE;Não Eleito;20092;5441;2026-01-19 14:01:28
13951;Branca;Viúvo(a);90 a 94 anos;Feminino;Superior completo;GRANJA;CARMEN SALLES OLIVERA ARRUDA;55;Aposentado (Exceto Servidor Público);PSD;NORDESTE;Não Eleito;32101;10522;2026-01-19 14:01:28
14958;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;PACATUBA;FRANCISCO JOSE DE HOLANDA;54;Vendedor de Comércio Varejista e Atacadista;PPL;NORDESTE;Não Eleito;35534;1344;2026-01-19 14:01:28
15296;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;QUIXERAMOBIM;CIRILO ANTONIO PIMENTA LIMA;12;Veterinário;PDT;NORDESTE;Não Eleito;44222;20196;2026-01-19 14:01:28
15679;Branca;Casado(a);50 a 54 anos;Feminino;Superior completo;TAUÁ;PATRICIA PEQUENO COSTA GOMES DE AGUIAR;35;Prefeito;PMB;NORDESTE;Não Eleito;32481;16194;2026-01-19 14:01:28
15091;Parda;Separado(a) judicialmente;75 a 79 anos;Masculino;Ensino Médio completo;PARAMOTI;EDWARD ARRUDA FILHO;43;Servidor Público Civil Aposentado;PV;NORDESTE;Não Eleito;7958;76;2026-01-19 14:01:28
13137;Parda;Casado(a);45 a 49 anos;Feminino;Superior completo;ALTO SANTO;MARIA IRISNEILE GADELHA SOUSA COSTA;40;Outros;PSB;NORDESTE;Eleito;9974;5010;2026-01-19 14:01:28
14796;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;MORRINHOS;JOSÉ ROQUE MARANHÃO;13;Empresário;PT;NORDESTE;Não Eleito;14883;7157;2026-01-19 14:01:28
15237;Parda;Divorciado(a);55 a 59 anos;Masculino;Superior incompleto;PORTEIRAS;FÁBIO PINHEIRO CARDOSO;14;Empresário;PTB;NORDESTE;Eleito;10064;6981;2026-01-19 14:01:28
14010;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;GUARACIABA DO NORTE;REGIVALDO MELO CAVALCANTE;12;Engenheiro;PDT;NORDESTE;Não Eleito;23429;7559;2026-01-19 14:01:28
14630;Preta;Solteiro(a);35 a 39 anos;Masculino;Superior completo;MAURITI;FRANCISCO EVANILDO SIMÃO DA SILVA;13;Historiador;PT;NORDESTE;Não Eleito;27071;11482;2026-01-19 14:01:28
14753;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;MORADA NOVA;JOSE EDNER NOGUEIRA DA SILVA;15;Pecuarista;PMDB;NORDESTE;Não Eleito;45504;20616;2026-01-19 14:01:28
13021;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;MADALENA;ANTONIO DE CASTRO LEMOS;50;Professor de Ensino Fundamental;PSOL;NORDESTE;Não Eleito;10980;1196;2026-01-19 14:01:28
15717;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;TRAIRI;GUSTAVO AGUIAR VIANA;12;Comerciante;PDT;NORDESTE;Não Eleito;33220;13010;2026-01-19 14:01:28
13510;Parda;Casado(a);50 a 54 anos;Feminino;Superior completo;CAMOCIM;EUVALDETE FERRO DA ROCHA OLIVEIRA;15;Pedagogo;PMDB;NORDESTE;Não Eleito;36581;17092;2026-01-19 14:01:28
