Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Região;Situação totalização;Votos válidos;Votos nominais;Data de carga
14850;#NE#;Casado(a);40 a 44 anos;Masculino;Superior incompleto;NOVA OLINDA;GERALDO GERLANIO SAMPAIO DE OLIVEIRA;40;Empresário;PSB;NORDESTE;Não Eleito;9605;4627;2021-07-26 16:58:35
15431;#NE#;Casado(a);40 a 44 anos;Feminino;Ensino Médio incompleto;SANTANA DO CARIRI;DANIELI DE ABREU MACHADO;17;Tabelião;PSL;NORDESTE;Eleito;10342;5562;2021-07-26 16:58:35
14052;#NE#;Casado(a);50 a 54 anos;Feminino;Superior completo;HIDROLÂNDIA;MARIA DE FATIMA GOMES MOURÃO;55;Pedagogo;PSD;NORDESTE;Eleito;12221;6559;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Não Eleito;98192;42762;2021-07-26 16:58:35
14095;#NE#;Solteiro(a);35 a 39 anos;Masculino;Ensino Médio incompleto;ICÓ;MARCOS EUGENIO LEITE GUIMARÃES NUNES;15;Empresário;PMDB;NORDESTE;Não Eleito;19170;0;2021-07-26 16:58:35
13110;#NE#;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;ALTANEIRA;JOAQUIM SOARES NETO;40;Empresário;PSB;NORDESTE;Eleito;4518;2650;2021-07-26 16:58:35
14010;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;GUARACIABA DO NORTE;ANTONIO ADAIL MACHADO CASTRO;15;Médico;PMDB;NORDESTE;Não Eleito;21750;7726;2021-07-26 16:58:35
13854;#NE#;Casado(a);55 a 59 anos;Masculino;Superior incompleto;CRATO;ANTONIO ROQUE DE ARAÚJO;40;Deputado;PSB;NORDESTE;Não Eleito;65621;4386;2021-07-26 16:58:35
15733;#NE#;Casado(a);35 a 39 anos;Feminino;Superior completo;UBAJARA;MICHELLE SOBREIRA AUGUSTO LIMA;17;Advogado;PSL;NORDESTE;Não Eleito;18433;803;2021-07-26 16:58:35
13692;#NE#;Solteiro(a);30 a 34 anos;Masculino;Superior completo;CASCAVEL;TIAGO LUTIANI OLIVEIRA RIBEIRO;27;Administrador;PSDC;NORDESTE;Não Eleito;41216;18058;2021-07-26 16:58:35
15377;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;RUSSAS;ODILO ALMEIDA FILHO;13;Arquiteto;PT;NORDESTE;Não Eleito;41775;2070;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Não Eleito;87332;43239;2021-07-26 16:58:35
14176;#NE#;Viúvo(a);60 a 64 anos;Masculino;Superior completo;IPU;SEBASTIAO VALDEMIR MOURAO;50;Servidor Público Estadual;PSOL;NORDESTE;Não Eleito;21991;53;2021-07-26 16:58:35
13005;#NE#;Solteiro(a);35 a 39 anos;Masculino;Superior completo;JIJOCA DE JERICOACOARA;FRANCISCO LINDOMAR FILOMENO OLIVEIRA;55;Sacerdote ou Membro de Ordem ou Seita Religiosa;PSD;NORDESTE;Eleito;5699;5305;2021-07-26 16:58:35
15555;#NE#;Solteiro(a);30 a 34 anos;Masculino;Superior incompleto;SENADOR POMPEU;ANTONIO MENDES DE CARVALHO;13;Vereador;PT;NORDESTE;Eleito;16605;8053;2021-07-26 16:58:35
15539;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;SÃO LUÍS DO CURU;ELMANUEL NASCIMENTO RAMALHO;22;Médico;PR;NORDESTE;Não Eleito;9717;97;2021-07-26 16:58:35
15695;#NE#;Solteiro(a);25 a 29 anos;Feminino;Ensino Médio completo;TIANGUÁ;NATÁLIA FÉLIX DA FROTA;15;Prefeito;PMDB;NORDESTE;Não Eleito;37729;17079;2021-07-26 16:58:35
15717;#NE#;Solteiro(a);35 a 39 anos;Feminino;Superior incompleto;TRAIRI;REGINA NARA BATISTA PORTO;45;Enfermeiro;PSDB;NORDESTE;Eleito;29403;13267;2021-07-26 16:58:35
13226;#NE#;Solteiro(a);25 a 29 anos;Masculino;Superior completo;EUSÉBIO;JOSE ARIMATEA LIMA BARROS JUNIOR;40;Médico;PSB;NORDESTE;Eleito;26952;15145;2021-07-26 16:58:35
15989;#NE#;Casado(a);50 a 54 anos;Feminino;Superior completo;DEPUTADO IRAPUAN PINHEIRO;MARIA RIZOLETA PINHEIRO MOREIRA;45;Professor de Ensino Fundamental;PSDB;NORDESTE;Eleito;5420;3202;2021-07-26 16:58:35
13633;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;CARIRIAÇU;LUIZ ACACIO MACHADO LEITE;40;Empresário;PSB;NORDESTE;Não Eleito;17247;8136;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;FORTALEZA;ANTONIO VALDECI CUNHA;28;Professor de Ensino Superior;PRTB;NORDESTE;Não Eleito;96260;0;2021-07-26 16:58:35
14575;#NE#;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;MARCO;ROGER NEVES AGUIAR;55;Empresário;PSD;NORDESTE;Não Eleito;17500;8264;2021-07-26 16:58:35
14397;#NE#;Casado(a);40 a 44 anos;Masculino;Superior completo;JAGUARIBE;FRANCISCO ELDER CAVALCANTE BARROSO;11;Servidor Público Estadual;PP;NORDESTE;Não Eleito;21689;6706;2021-07-26 16:58:35
15377;#NE#;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;RUSSAS;JOSE ADAIL CARNEIRO SILVA;12;Empresário;PDT;NORDESTE;Não Eleito;41775;0;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;MORONI BING TORGAN;25;Sacerdote ou Membro de Ordem ou Seita Religiosa;DEM;NORDESTE;Não Eleito;91241;10728;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Segundo turno;86072;21937;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;MORONI BING TORGAN;25;Sacerdote ou Membro de Ordem ou Seita Religiosa;DEM;NORDESTE;Não Eleito;81850;6785;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;FORTALEZA;ANTONIO VALDECI CUNHA;28;Professor de Ensino Superior;PRTB;NORDESTE;Não Eleito;72413;0;2021-07-26 16:58:35
14737;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;MONSENHOR TABOSA;JOAO SOUTO RODRIGUES;23;Outros;PPS;NORDESTE;Não Eleito;10439;2794;2021-07-26 16:58:35
15920;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;IBICUITINGA;FRANCISCO ANILTON PINHEIRO MAIA;40;Geógrafo;PSB;NORDESTE;Não Eleito;10513;4596;2021-07-26 16:58:35
13439;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;BEBERIBE;JOSE ARI PEREIRA;21;Outros;PCB;NORDESTE;Não Eleito;32755;133;2021-07-26 16:58:35
13897;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;FORTALEZA;MARCOS CESAR CALS DE OLIVEIRA;45;Sociólogo;PSDB;NORDESTE;Não Eleito;90029;2106;2021-07-26 16:58:35
14478;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;JUAZEIRO DO NORTE;FRANCISCO DEMONTIEUX FERNANDES;50;Jornalista e Redator;PSOL;NORDESTE;Não Eleito;63284;7612;2021-07-26 16:58:35
13285;#NE#;Casado(a);35 a 39 anos;Masculino;Superior completo;PINDORETAMA;VALDEMAR ARAUJO DA SILVA FILHO;13;Professor de Ensino Fundamental;PT;NORDESTE;Eleito;13655;6297;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);30 a 34 anos;Masculino;Superior completo;FORTALEZA;ANDRÉ RAMOS SILVA;54;Sociólogo;PPL;NORDESTE;Não Eleito;72413;88;2021-07-26 16:58:35
15857;#NE#;Casado(a);50 a 54 anos;Masculino;Superior incompleto;MARACANAÚ;SERGIO SOBREIRA DE MORAES;28;Empresário;PRTB;NORDESTE;Não Eleito;59339;675;2021-07-26 16:58:35
13390;#NE#;Casado(a);65 a 69 anos;Masculino;Superior completo;BARRO;ANTONIO LEITE TAVARES;14;Advogado;PTB;NORDESTE;Não Eleito;12550;5785;2021-07-26 16:58:35
15393;#NE#;Solteiro(a);21 a 24 anos;Feminino;Superior incompleto;SABOEIRO;NATHÁLIA ARAÚJO DIÓGENES;15;Estudante, Bolsista, Estagiário e Assemelhados;PMDB;NORDESTE;Não Eleito;10128;4088;2021-07-26 16:58:35
13501;#NE#;Solteiro(a);30 a 34 anos;Feminino;Superior completo;FORTIM;ADRIANA PINHEIRO BARBOSA;10;Prefeito;PRB;NORDESTE;Eleito;10595;5370;2021-07-26 16:58:35
14273;#NE#;Solteiro(a);55 a 59 anos;Masculino;Lê e escreve;ITAPAGÉ;JOSÉ ELIHU BASTOS LIRA;40;Empresário;PSB;NORDESTE;Não Eleito;30422;0;2021-07-26 16:58:35
15954;#NE#;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;ITAREMA;JOSE STENIO RIOS;10;Empresário;PRB;NORDESTE;Não Eleito;12031;0;2021-07-26 16:58:35
14974;#NE#;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;PACOTI;EDSON LEITE ARAUJO;40;Comerciante;PSB;NORDESTE;Eleito;8338;4368;2021-07-26 16:58:35
13056;#NE#;Solteiro(a);25 a 29 anos;Masculino;Superior completo;ACOPIARA;ROBSON ALVES DE ALMEIDA DINIZ;15;Advogado;PMDB;NORDESTE;Não Eleito;29711;13640;2021-07-26 16:58:35
15539;#NE#;Casado(a);35 a 39 anos;Feminino;Superior completo;SÃO LUÍS DO CURU;DANIELLE ROSE UCHÔA NUNES;27;Pedagogo;PSDC;NORDESTE;Eleito;9717;4324;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;FRANCISCO DAS CHAGAS GONZAGA;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;91241;180;2021-07-26 16:58:35
13838;#NE#;Casado(a);65 a 69 anos;Masculino;Lê e escreve;CRATEÚS;JOAO COELHO SORIANO;43;Joalheiro e Ourives;PV;NORDESTE;Não Eleito;39151;869;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;HEITOR CORREIA FERRER;12;Médico;PDT;NORDESTE;Não Eleito;129718;20901;2021-07-26 16:58:35
13200;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;ERERÊ;MANOEL MARTINS ALVES;55;Comerciante;PSD;NORDESTE;Eleito;3999;2330;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Não Eleito;95078;37155;2021-07-26 16:58:35
14010;#NE#;Solteiro(a);30 a 34 anos;Masculino;Superior completo;GUARACIABA DO NORTE;REGIVALDO MELO CAVALCANTE;55;Engenheiro;PSD;NORDESTE;Eleito;21750;9443;2021-07-26 16:58:35
14770;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;MORAÚJO;JOSE ARIMATEIA ARAUJO;19;Professor de Ensino Médio;PTN;NORDESTE;Não Eleito;2858;78;2021-07-26 16:58:35
13773;#NE#;Casado(a);21 a 24 anos;Masculino;Superior incompleto;CHAVAL;FRANCISCO CARNEIRO PACHECO NETO;55;Estudante, Bolsista, Estagiário e Assemelhados;PSD;NORDESTE;Eleito;7815;4629;2021-07-26 16:58:35
13811;#NE#;Casado(a);35 a 39 anos;Feminino;Superior completo;COREAÚ;ERIKA FROTA MONTE COELHO CRISTINO;40;Servidor Público Municipal;PSD;NORDESTE;Eleito;14457;7383;2021-07-26 16:58:35
14877;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;NOVA RUSSAS;PAULO CÉSAR EVANGELISTA;55;Prefeito;PSD;NORDESTE;Não Eleito;16781;3139;2021-07-26 16:58:35
14419;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;JAGUARUANA;ANTONIO ROBERTO ROCHA SILVA;15;Empresário;PMDB;NORDESTE;Não Eleito;22534;10651;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Segundo turno;90029;24351;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;RENATO ROSENO DE OLIVEIRA;50;Advogado;PSOL;NORDESTE;Não Eleito;91241;11214;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;RENATO ROSENO DE OLIVEIRA;50;Advogado;PSOL;NORDESTE;Não Eleito;86072;11578;2021-07-26 16:58:35
13838;#NE#;Casado(a);35 a 39 anos;Feminino;Superior completo;CRATEÚS;ADRIANA CALAÇA DE PAIVA FRANÇA;50;Professor de Ensino Fundamental;PSOL;NORDESTE;Não Eleito;39151;1191;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;MORONI BING TORGAN;25;Sacerdote ou Membro de Ordem ou Seita Religiosa;DEM;NORDESTE;Não Eleito;88916;15659;2021-07-26 16:58:35
13536;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;CAMPOS SALES;PAULO HERMANN FERNANDES MACEDO;14;Policial Militar;PTB;NORDESTE;Não Eleito;14782;6286;2021-07-26 16:58:35
14737;#NE#;Separado(a) judicialmente;45 a 49 anos;Masculino;Superior completo;MONSENHOR TABOSA;FRANCISCO DE ASSIS MESQUITA PINHEIRO;15;Advogado;PMDB;NORDESTE;Não Eleito;10439;3624;2021-07-26 16:58:35
13307;#NE#;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;OCARA;JOSE AILTON BEZERRA;40;Administrador;PSB;NORDESTE;Não Eleito;18386;1465;2021-07-26 16:58:35
15997;#NE#;Solteiro(a);21 a 24 anos;Masculino;Superior incompleto;PARAIPABA;DIMITRI RABELO BATISTA CASTRO;11;Estudante, Bolsista, Estagiário e Assemelhados;PP;NORDESTE;Não Eleito;18208;8028;2021-07-26 16:58:35
13897;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;FORTALEZA;MARCOS CESAR CALS DE OLIVEIRA;45;Sociólogo;PSDB;NORDESTE;Não Eleito;105387;3811;2021-07-26 16:58:35
14770;#NE#;Divorciado(a);60 a 64 anos;Masculino;Ensino Médio completo;MORAÚJO;JOSÉ JUVÊNCIO DE ABREU;10;Aposentado (Exceto Servidor Público);PRB;NORDESTE;Não Eleito;2858;0;2021-07-26 16:58:35
13897;#NE#;Casado(a);35 a 39 anos;Masculino;Superior completo;FORTALEZA;ROBERTO CLAUDIO RODRIGUES BEZERRA;40;Médico;PSB;NORDESTE;Segundo turno;86072;18802;2021-07-26 16:58:35
15539;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;SÃO LUÍS DO CURU;FRANCISCO CIPRIANO DE ALMEIDA;65;Agricultor;PC do B;NORDESTE;Não Eleito;9717;1310;2021-07-26 16:58:35
13633;#NE#;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;CARIRIAÇU;JOÃO MARCOS PEREIRA;15;Empresário;PMDB;NORDESTE;Eleito;17247;9080;2021-07-26 16:58:35
13838;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;CRATEÚS;CARLOS FELIPE SARAIVA BESERRA;65;Prefeito;PC do B;NORDESTE;Eleito;39151;19439;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;FRANCISCO DAS CHAGAS GONZAGA;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;88916;332;2021-07-26 16:58:35
13447;#NE#;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;CATUNDA;ANTONIO PEREIRA LEITAO;20;Empresário;PSC;NORDESTE;Eleito;6365;3401;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);30 a 34 anos;Masculino;Superior completo;FORTALEZA;ANDRÉ RAMOS SILVA;54;Sociólogo;PPL;NORDESTE;Não Eleito;90029;160;2021-07-26 16:58:35
13897;#NE#;Casado(a);35 a 39 anos;Masculino;Superior completo;FORTALEZA;ROBERTO CLAUDIO RODRIGUES BEZERRA;40;Médico;PSB;NORDESTE;Eleito;84603;43389;2021-07-26 16:58:35
15857;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;MARACANAÚ;JULIO CESAR COSTA LIMA;55;Economista;PSD;NORDESTE;Não Eleito;58893;12331;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Não Eleito;110876;49805;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);30 a 34 anos;Masculino;Superior completo;FORTALEZA;ANDRÉ RAMOS SILVA;54;Sociólogo;PPL;NORDESTE;Não Eleito;105387;111;2021-07-26 16:58:35
14710;#NE#;Casado(a);35 a 39 anos;Masculino;Ensino Médio incompleto;MOMBAÇA;ECILDO EVANGELISTA FILHO;55;Vereador;PSD;NORDESTE;Eleito;13821;10715;2021-07-26 16:58:35
13269;#NE#;Solteiro(a);35 a 39 anos;Feminino;Ensino Fundamental completo;POTIRETAMA;ASTROLABIA FERREIRA FREITAS;31;Dona de Casa;PHS;NORDESTE;Não Eleito;4320;1867;2021-07-26 16:58:35
13757;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;CEDRO;FRANCISCO NILSON ALVES DINIZ;40;Médico;PSB;NORDESTE;Eleito;16116;8285;2021-07-26 16:58:35
13897;#NE#;Casado(a);35 a 39 anos;Masculino;Superior completo;FORTALEZA;ROBERTO CLAUDIO RODRIGUES BEZERRA;40;Médico;PSB;NORDESTE;Segundo turno;129718;30358;2021-07-26 16:58:35
15997;#NE#;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;PARAIPABA;URIAS ALVES MOREIRA;36;Agricultor;PTC;NORDESTE;Não Eleito;18208;345;2021-07-26 16:58:35
13650;#NE#;Solteiro(a);25 a 29 anos;Feminino;Ensino Médio completo;CARIÚS;NATÁLIA FERREIRA GOMES;31;Empresário;PHS;NORDESTE;Não Eleito;11918;5181;2021-07-26 16:58:35
15091;#NE#;Divorciado(a);70 a 74 anos;Masculino;Superior completo;PARAMOTI;SAMUEL BOYADJIAN;45;Médico;PSDB;NORDESTE;Eleito;8359;4610;2021-07-26 16:58:35
14532;#NE#;Casado(a);60 a 64 anos;Feminino;Superior completo;LIMOEIRO DO NORTE;MARIA ARIVAN DE HOLANDA LUCENA;55;Servidor Público Civil Aposentado;PSD;NORDESTE;Não Eleito;35173;5385;2021-07-26 16:58:35
13552;#NE#;Casado(a);70 a 74 anos;Masculino;Superior completo;CANINDÉ;JESUS ROMEIRO DA SILVA;15;Engenheiro;PMDB;NORDESTE;Não Eleito;23873;0;2021-07-26 16:58:35
15059;#NE#;Viúvo(a);80 a 84 anos;Masculino;Ensino Fundamental incompleto;PARACURU;JOSE RIBAMAR BARROSO BAPTISTA;11;Empresário;PP;NORDESTE;Não Eleito;21572;8699;2021-07-26 16:58:35
15857;#NE#;Solteiro(a);25 a 29 anos;Masculino;Superior incompleto;MARACANAÚ;CIRO AUGUSTO MOTA MATIAS;50;Servidor Público Municipal;PSOL;NORDESTE;Não Eleito;59339;397;2021-07-26 16:58:35
13196;#NE#;Solteiro(a);35 a 39 anos;Masculino;Superior incompleto;AQUIRAZ;JOAQUIM HELANO PAIVA;54;Servidor Público Municipal;PPL;NORDESTE;Não Eleito;22128;5867;2021-07-26 16:58:35
14290;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;ITAPIPOCA;FRANCISCO ROBERTO PINTO LEITE;15;Administrador;PMDB;NORDESTE;Não Eleito;15140;6138;2021-07-26 16:58:35
14877;#NE#;Casado(a);50 a 54 anos;Masculino;Superior incompleto;NOVA RUSSAS;GONCALO SOUTO DIOGO;15;Industrial;PMDB;NORDESTE;Eleito;16781;5147;2021-07-26 16:58:35
13137;#NE#;Casado(a);50 a 54 anos;Feminino;Superior completo;ALTO SANTO;GILCA MARIA MACHADO BEZERRA;13;Agrônomo;PT;NORDESTE;Não Eleito;9830;4431;2021-07-26 16:58:35
98574;#NE#;Solteiro(a);35 a 39 anos;Feminino;Ensino Fundamental incompleto;VARJOTA;VALDERINA MARTINS SOARES;14;Dona de Casa;PTB;NORDESTE;Não Eleito;10843;1635;2021-07-26 16:58:35
13153;#NE#;Casado(a);40 a 44 anos;Masculino;Ensino Fundamental incompleto;ANTONINA DO NORTE;ANTONIO ROSENO FILHO;12;Prefeito;PDT;NORDESTE;Eleito;2413;2413;2021-07-26 16:58:35
15857;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;MARACANAÚ;JOSE FIRMO CAMURÇA NETO;22;Advogado;PR;NORDESTE;Eleito;59339;41576;2021-07-26 16:58:35
14532;#NE#;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental incompleto;LIMOEIRO DO NORTE;RAIMUNDO NONATO PINHEIRO;13;Produtor Agropecuário;PT;NORDESTE;Não Eleito;35173;245;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;FORTALEZA;ANTONIO VALDECI CUNHA;28;Professor de Ensino Superior;PRTB;NORDESTE;Não Eleito;113142;0;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;FORTALEZA;ANTONIO VALDECI CUNHA;28;Professor de Ensino Superior;PRTB;NORDESTE;Não Eleito;81850;0;2021-07-26 16:58:35
13897;#NE#;Casado(a);35 a 39 anos;Masculino;Superior completo;FORTALEZA;ROBERTO CLAUDIO RODRIGUES BEZERRA;40;Médico;PSB;NORDESTE;Eleito;103478;56167;2021-07-26 16:58:35
13897;#NE#;Casado(a);35 a 39 anos;Masculino;Superior completo;FORTALEZA;ROBERTO CLAUDIO RODRIGUES BEZERRA;40;Médico;PSB;NORDESTE;Eleito;98192;55430;2021-07-26 16:58:35
14176;#NE#;Solteiro(a);21 a 24 anos;Masculino;Ensino Médio completo;IPU;BRUNO TORQUATO PEDROSA;20;Empresário;PSC;NORDESTE;Não Eleito;21991;154;2021-07-26 16:58:35
13382;#NE#;Separado(a) judicialmente;80 a 84 anos;Masculino;Ensino Fundamental incompleto;BANABUIÚ;ANTONIO SALES MAGALHAES;22;Empresário;PR;NORDESTE;Não Eleito;11135;0;2021-07-26 16:58:35
13374;#NE#;Solteiro(a);30 a 34 anos;Masculino;Superior completo;BARBALHA;ARGEMIRO SAMPAIO NETO;23;Servidor Público Municipal;PPS;NORDESTE;Não Eleito;31691;14269;2021-07-26 16:58:35
14630;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;MAURITI;MARCIO MARTINS SAMPAIO DE MORAIS;45;Veterinário;PSDB;NORDESTE;Não Eleito;25333;10413;2021-07-26 16:58:35
98531;#NE#;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;QUIXELÔ;GILSON JOSÉ DE OLIVEIRA;55;Prefeito;PSD;NORDESTE;Não Eleito;5732;0;2021-07-26 16:58:35
15318;#NE#;Casado(a);55 a 59 anos;Feminino;Ensino Médio completo;QUIXERÉ;LUZIMAR BANDEIRA DE OLIVEIRA REBOUÇAS;20;Aposentado (Exceto Servidor Público);PSC;NORDESTE;Não Eleito;14219;6005;2021-07-26 16:58:35
15075;#NE#;Solteiro(a);30 a 34 anos;Feminino;Superior completo;PARAMBU;KEYLLY MATEUS NORONHA;15;Prefeito;PMDB;NORDESTE;Eleito;19097;12852;2021-07-26 16:58:35
13579;#NE#;Solteiro(a);35 a 39 anos;Feminino;Superior completo;CAPISTRANO;INÊS NASCIMENTO DE OLIVEIRA;10;Professor de Ensino Fundamental;PRB;NORDESTE;Não Eleito;12381;4616;2021-07-26 16:58:35
15598;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;SOBRAL;FRANCISCO OSVALDO AGUIAR;50;Professor de Ensino Superior;PSOL;NORDESTE;Não Eleito;60008;347;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;FORTALEZA;ANTONIO VALDECI CUNHA;28;Professor de Ensino Superior;PRTB;NORDESTE;Não Eleito;129718;0;2021-07-26 16:58:35
14052;#NE#;Solteiro(a);35 a 39 anos;Feminino;Ensino Médio completo;HIDROLÂNDIA;IRES MOURA OLIVEIRA;40;Empresário;PSB;NORDESTE;Não Eleito;12221;5662;2021-07-26 16:58:35
14613;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;MASSAPÊ;FERNANDO ANTONIO MARQUES;45;Empresário;PSDB;NORDESTE;Não Eleito;22458;10690;2021-07-26 16:58:35
14478;#NE#;Casado(a);70 a 74 anos;Masculino;Superior completo;JUAZEIRO DO NORTE;RAIMUNDO ANTONIO DE MACEDO;15;Deputado;PMDB;NORDESTE;Eleito;63284;32726;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;RENATO ROSENO DE OLIVEIRA;50;Advogado;PSOL;NORDESTE;Não Eleito;72413;8627;2021-07-26 16:58:35
13897;#NE#;Casado(a);35 a 39 anos;Masculino;Superior completo;FORTALEZA;ROBERTO CLAUDIO RODRIGUES BEZERRA;40;Médico;PSB;NORDESTE;Eleito;127714;64226;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;RENATO ROSENO DE OLIVEIRA;50;Advogado;PSOL;NORDESTE;Não Eleito;102307;10554;2021-07-26 16:58:35
13374;#NE#;Divorciado(a);50 a 54 anos;Masculino;Superior incompleto;BARBALHA;ANTONIO HILDEGARDIS FERREIRA;50;Representante Comercial;PSOL;NORDESTE;Não Eleito;31691;343;2021-07-26 16:58:35
14257;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;ITAIÇABA;MARCOS VINICIO SILVA VIEIRA;55;Professor de Ensino Superior;PSD;NORDESTE;Não Eleito;5410;2676;2021-07-26 16:58:35
13234;#NE#;Casado(a);65 a 69 anos;Masculino;Superior completo;ARACOIABA;FRANCISCO ARY RIBEIRO TEIXEIRA;15;Outros;PMDB;NORDESTE;Não Eleito;10292;0;2021-07-26 16:58:35
13730;#NE#;Casado(a);45 a 49 anos;Masculino;Superior incompleto;CAUCAIA;JUSCELINO DE SOUZA;50;Comerciante;PSOL;NORDESTE;Não Eleito;78471;80;2021-07-26 16:58:35
13870;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;FARIAS BRITO;FRANCISCO VALDEI DE SOUSA;44;Motorista de Veículos de Transporte Coletivo de Passageiros;PRP;NORDESTE;Não Eleito;12640;5129;2021-07-26 16:58:35
15989;#NE#;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;DEPUTADO IRAPUAN PINHEIRO;JOSE ILCA DE OLIVEIRA;13;Agricultor;PT;NORDESTE;Não Eleito;5420;2218;2021-07-26 16:58:35
