Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Região;Situação totalização;Votos válidos;Votos nominais;Data de carga
13404;#NE#;Casado(a);40 a 44 anos;Feminino;Ensino Médio completo;BARROQUINHA;TERESINHA MARIA CERQUEIRA LIMA GOMES;14;Dona de Casa;PTB;NORDESTE;Eleito;9836;5121;2021-07-26 16:58:35
13153;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Médio incompleto;ANTONINA DO NORTE;FRANCISCO ITEILDO ROQUE DE ARAUJO;22;Empresário;PR;NORDESTE;Não Eleito;2413;0;2021-07-26 16:58:35
13730;#NE#;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;CAUCAIA;NAUMI GOMES DE AMORIM;17;Empresário;PSL;NORDESTE;Não Eleito;75088;22571;2021-07-26 16:58:35
13285;#NE#;Casado(a);65 a 69 anos;Feminino;Superior completo;PINDORETAMA;REGINA LUCIA VASCONCELOS ALBINO;55;Prefeito;PSD;NORDESTE;Não Eleito;13655;5508;2021-07-26 16:58:35
14150;#NE#;Divorciado(a);45 a 49 anos;Masculino;Superior completo;IPAUMIRIM;JOSE GERALDO DOS SANTOS;15;Prefeito;PMDB;NORDESTE;Não Eleito;7482;3413;2021-07-26 16:58:35
13897;#NE#;Casado(a);35 a 39 anos;Masculino;Superior completo;FORTALEZA;ROBERTO CLAUDIO RODRIGUES BEZERRA;40;Médico;PSB;NORDESTE;Segundo turno;90029;18814;2021-07-26 16:58:35
15830;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;VIÇOSA DO CEARÁ;AURICELIO FONTENELE MAGALHAES;13;Médico;PT;NORDESTE;Não Eleito;31225;13272;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);30 a 34 anos;Masculino;Superior completo;FORTALEZA;ANDRÉ RAMOS SILVA;54;Sociólogo;PPL;NORDESTE;Não Eleito;91241;254;2021-07-26 16:58:35
13145;#NE#;Divorciado(a);45 a 49 anos;Masculino;Ensino Médio completo;ACARAPE;JOAQUIM SERGIO PEREIRA DE MESQUITA;13;Agricultor;PT;NORDESTE;Não Eleito;9141;214;2021-07-26 16:58:35
13480;#NE#;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;ITAITINGA;JOSÉ NILSON DE LIMA SANTOS;40;Fotógrafo e Assemelhados;PSB;NORDESTE;Não Eleito;20656;9318;2021-07-26 16:58:35
15873;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;AMONTADA;DEUSDETE RODRIGUES FILHO;31;Engenheiro;PHS;NORDESTE;Não Eleito;24237;280;2021-07-26 16:58:35
14753;#NE#;Solteiro(a);35 a 39 anos;Feminino;Superior completo;MORADA NOVA;FRANCISCA AURÍLIA MARTINS;23;Professor de Ensino Fundamental;PPS;NORDESTE;Não Eleito;45336;914;2021-07-26 16:58:35
13595;#NE#;Casado(a);40 a 44 anos;Masculino;Ensino Fundamental completo;CARIDADE;CARLOS LOPES DOS SANTOS;43;Comerciante;PV;NORDESTE;Não Eleito;12536;1781;2021-07-26 16:58:35
14230;#NE#;Divorciado(a);50 a 54 anos;Masculino;Superior completo;IRAUÇUBA;HELENO ARAUJO LIMA;11;Economista;PP;NORDESTE;Não Eleito;13937;6847;2021-07-26 16:58:35
13854;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;CRATO;RONALDO SAMPAIO GOMES DE MATTOS;15;Geólogo;PMDB;NORDESTE;Eleito;65621;39285;2021-07-26 16:58:35
14877;#NE#;Casado(a);40 a 44 anos;Masculino;Ensino Fundamental completo;NOVA RUSSAS;CID OSCAR AUGUSTO JUNIOR;31;Outros;PHS;NORDESTE;Não Eleito;16781;321;2021-07-26 16:58:35
13897;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;FORTALEZA;MARCOS CESAR CALS DE OLIVEIRA;45;Sociólogo;PSDB;NORDESTE;Não Eleito;92735;2008;2021-07-26 16:58:35
15091;#NE#;Casado(a);65 a 69 anos;Masculino;Superior completo;PARAMOTI;CESAR AUGUSTO ALENCAR;13;Médico;PT;NORDESTE;Não Eleito;8359;3749;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;FORTALEZA;ANTONIO VALDECI CUNHA;28;Professor de Ensino Superior;PRTB;NORDESTE;Não Eleito;90029;0;2021-07-26 16:58:35
13714;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;CATARINA;ANTONIO GOMES FILHO;40;Policial Militar;PSB;NORDESTE;Não Eleito;6850;2736;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;MORONI BING TORGAN;25;Sacerdote ou Membro de Ordem ou Seita Religiosa;DEM;NORDESTE;Não Eleito;113142;19161;2021-07-26 16:58:35
13250;#NE#;Divorciado(a);45 a 49 anos;Masculino;Lê e escreve;ARARIPE;DAMIÃO RODRIGUES DE ALENCAR;55;Agricultor;PSD;NORDESTE;Não Eleito;10456;2842;2021-07-26 16:58:35
14710;#NE#;Solteiro(a);35 a 39 anos;Masculino;Superior completo;MOMBAÇA;LUIS WELLINGTON BARRETO VIEIRA;15;Médico;PMDB;NORDESTE;Não Eleito;13821;2282;2021-07-26 16:58:35
13471;#NE#;Solteiro(a);30 a 34 anos;Feminino;Superior completo;BOA VIAGEM;ALINE CAVALCANTE VIEIRA;22;Engenheiro;PR;NORDESTE;Eleito;14706;14706;2021-07-26 16:58:35
13498;#NE#;Solteiro(a);21 a 24 anos;Masculino;Superior completo;BREJO SANTO;MIQUEIAS JOSÉ TELES FIGUEIREDO;22;Advogado;PR;NORDESTE;Não Eleito;24931;5139;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;RENATO ROSENO DE OLIVEIRA;50;Advogado;PSOL;NORDESTE;Não Eleito;105387;12461;2021-07-26 16:58:35
13340;#NE#;Divorciado(a);55 a 59 anos;Masculino;Superior completo;IPAPORANGA;ANTONIO ALVES MELO;13;Contador;PT;NORDESTE;Eleito;6919;4029;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;FORTALEZA;INÁCIO FRANCISCO DE ASSIS NUNES ARRUDA;65;Senador;PC do B;NORDESTE;Não Eleito;113142;2050;2021-07-26 16:58:35
15199;#NE#;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;PIQUET CARNEIRO;EXPEDITO JOSE DO NASCIMENTO;55;Prefeito;PSD;NORDESTE;Eleito;5893;5893;2021-07-26 16:58:35
13382;#NE#;Casado(a);60 a 64 anos;Masculino;Superior completo;BANABUIÚ;VERIDIANO PEREIRA DE SALES;55;Agrônomo;PSD;NORDESTE;Eleito;11135;5595;2021-07-26 16:58:35
15598;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;SOBRAL;FRANCISCO JOSE ALVES GUIMARÃES;43;Servidor Público Federal;PV;NORDESTE;Não Eleito;60008;25371;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Segundo turno;92735;29977;2021-07-26 16:58:35
13730;#NE#;Casado(a);45 a 49 anos;Masculino;Superior incompleto;CAUCAIA;JUSCELINO DE SOUZA;50;Comerciante;PSOL;NORDESTE;Não Eleito;75088;213;2021-07-26 16:58:35
13048;#NE#;Solteiro(a);25 a 29 anos;Feminino;Superior incompleto;PIRES FERREIRA;MARIA MARFISA LOPES AGUIAR;40;Estudante, Bolsista, Estagiário e Assemelhados;PSB;NORDESTE;Eleito;6020;3240;2021-07-26 16:58:35
13390;#NE#;Divorciado(a);55 a 59 anos;Masculino;Superior completo;BARRO;ANTONIO NUNES DE ALENCAR FILHO;40;Médico;PSB;NORDESTE;Não Eleito;12550;389;2021-07-26 16:58:35
15172;#NE#;Divorciado(a);35 a 39 anos;Masculino;Ensino Fundamental completo;PEREIRO;JOSE HERMANO DO NASCIMENTO NOGUEIRA;40;Comerciante;PSB;NORDESTE;Não Eleito;9854;4915;2021-07-26 16:58:35
13226;#NE#;Solteiro(a);35 a 39 anos;Feminino;Superior completo;EUSÉBIO;MONALIZA NEVES SÁ;45;Engenheiro;PSDB;NORDESTE;Não Eleito;26952;500;2021-07-26 16:58:35
14931;#NE#;Separado(a) judicialmente;45 a 49 anos;Masculino;Superior completo;PACAJUS;FRANCISCO JOSE GOMES;50;Servidor Público Federal;PSOL;NORDESTE;Não Eleito;26707;1467;2021-07-26 16:58:35
14257;#NE#;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;ITAIÇABA;JOSÉ ORLANDO DE HOLANDA;15;Agricultor;PMDB;NORDESTE;Eleito;5410;2734;2021-07-26 16:58:35
15393;#NE#;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;SABOEIRO;VALDEBERTO BARBOSA LIMA;13;Comerciante;PT;NORDESTE;Não Eleito;10128;111;2021-07-26 16:58:35
13307;#NE#;Solteiro(a);25 a 29 anos;Feminino;Superior completo;OCARA;VÂNIA CLEMENTINO LOPES;13;Professor de Ensino Fundamental;PT;NORDESTE;Eleito;18386;8770;2021-07-26 16:58:35
15881;#NE#;Solteiro(a);35 a 39 anos;Masculino;Superior completo;CROATÁ;ANDRE LAUREANO SOUZA DE ARAGÃO;40;Engenheiro;PSB;NORDESTE;Não Eleito;9427;3855;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;HEITOR CORREIA FERRER;12;Médico;PDT;NORDESTE;Não Eleito;113142;19481;2021-07-26 16:58:35
15296;#NE#;Casado(a);60 a 64 anos;Masculino;Superior completo;QUIXERAMOBIM;CIRILO ANTONIO PIMENTA LIMA;55;Servidor Público Estadual;PSD;NORDESTE;Eleito;42145;22733;2021-07-26 16:58:35
13021;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;MADALENA;ZARLUL KALIL FILHO;40;Policial Militar;PSB;NORDESTE;Eleito;10727;6511;2021-07-26 16:58:35
15512;#NE#;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;SÃO JOÃO DO JAGUARIBE;ANTHONY KENNEDY CHAVES MARQUES;43;Agricultor;PV;NORDESTE;Não Eleito;6131;773;2021-07-26 16:58:35
14834;#NE#;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;MULUNGU;FRANCISCO CLEANTO BEZERRA UCHÔA;40;Vereador;PSB;NORDESTE;Não Eleito;5965;0;2021-07-26 16:58:35
15873;#NE#;Casado(a);40 a 44 anos;Masculino;Superior incompleto;AMONTADA;PAULO CESAR DOS SANTOS;13;Empresário;PT;NORDESTE;Eleito;24237;12324;2021-07-26 16:58:35
13200;#NE#;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;ERERÊ;JOSÉ ROMILTON CAVALCANTE;25;Aposentado (Exceto Servidor Público);DEM;NORDESTE;Não Eleito;3999;1669;2021-07-26 16:58:35
14753;#NE#;Divorciado(a);50 a 54 anos;Masculino;Ensino Médio completo;MORADA NOVA;GLAUBER BARBOSA CASTRO;15;Servidor Público Federal;PMDB;NORDESTE;Eleito;45336;22643;2021-07-26 16:58:35
13021;#NE#;Viúvo(a);65 a 69 anos;Masculino;Ensino Médio completo;MADALENA;JOSE LAURO BEZERRA COSTA;10;Empresário;PRB;NORDESTE;Não Eleito;10727;4216;2021-07-26 16:58:35
14753;#NE#;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;MORADA NOVA;JOSÉ VANDERLEY NOGUEIRA;13;Empresário;PT;NORDESTE;Não Eleito;45336;21779;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Segundo turno;88916;24274;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;MORONI BING TORGAN;25;Sacerdote ou Membro de Ordem ou Seita Religiosa;DEM;NORDESTE;Não Eleito;96260;12360;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;MORONI BING TORGAN;25;Sacerdote ou Membro de Ordem ou Seita Religiosa;DEM;NORDESTE;Não Eleito;102307;18594;2021-07-26 16:58:35
15857;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;MARACANAÚ;JOSE FIRMO CAMURÇA NETO;22;Advogado;PR;NORDESTE;Eleito;58893;44856;2021-07-26 16:58:35
13455;#NE#;Casado(a);65 a 69 anos;Masculino;Superior completo;BELA CRUZ;ELIESIO ROCHA ADRIANO;15;Advogado;PMDB;NORDESTE;Não Eleito;16422;6808;2021-07-26 16:58:35
13838;#NE#;Divorciado(a);55 a 59 anos;Masculino;Superior completo;CRATEÚS;IVAN MONTE CLAUDINO;15;Servidor Público Federal;PMDB;NORDESTE;Não Eleito;39151;17539;2021-07-26 16:58:35
15792;#NE#;Solteiro(a);35 a 39 anos;Masculino;Superior completo;URUOCA;FRANCISCO KILSEM PESSOA AQUINO;40;Advogado;PSB;NORDESTE;Eleito;9264;5118;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;FORTALEZA;INÁCIO FRANCISCO DE ASSIS NUNES ARRUDA;65;Senador;PC do B;NORDESTE;Não Eleito;100874;2030;2021-07-26 16:58:35
14915;#NE#;Solteiro(a);35 a 39 anos;Masculino;Superior completo;ORÓS;JOSÉ EUGÊNIO BARROS COSTA;11;Médico;PP;NORDESTE;Não Eleito;13658;5878;2021-07-26 16:58:35
15156;#NE#;Casado(a);45 a 49 anos;Feminino;Superior completo;PENTECOSTE;LUIZA DE MARILAC MARTINS E SILVA PERDIGÃO;43;Advogado;PV;NORDESTE;Não Eleito;24481;8681;2021-07-26 16:58:35
14656;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;MERUOCA;JOAO COUTINHO AGUIAR NETO;13;Servidor Público Estadual;PT;NORDESTE;Não Eleito;3553;0;2021-07-26 16:58:35
98558;#NE#;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;UMIRIM;JOSÉ PINTO DA SILVA;55;Comerciante;PSD;NORDESTE;Eleito;11828;6755;2021-07-26 16:58:35
15610;#NE#;Casado(a);40 a 44 anos;Masculino;Superior completo;SOLONÓPOLE;ANTONIO VALTERNO NOGUEIRA PINHEIRO;15;Prefeito;PMDB;NORDESTE;Não Eleito;11383;5016;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;RENATO ROSENO DE OLIVEIRA;50;Advogado;PSOL;NORDESTE;Não Eleito;92735;9813;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);30 a 34 anos;Masculino;Superior completo;FORTALEZA;ANDRÉ RAMOS SILVA;54;Sociólogo;PPL;NORDESTE;Não Eleito;88916;149;2021-07-26 16:58:35
13897;#NE#;Casado(a);35 a 39 anos;Masculino;Superior completo;FORTALEZA;ROBERTO CLAUDIO RODRIGUES BEZERRA;40;Médico;PSB;NORDESTE;Eleito;91670;40514;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Não Eleito;103478;47311;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Não Eleito;89175;47098;2021-07-26 16:58:35
13692;#NE#;Casado(a);45 a 49 anos;Feminino;Superior completo;CASCAVEL;FRANCISCA IVONETE MATEUS PEREIRA;31;Administrador;PHS;NORDESTE;Eleito;41216;22602;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);30 a 34 anos;Masculino;Superior completo;FORTALEZA;ANDRÉ RAMOS SILVA;54;Sociólogo;PPL;NORDESTE;Não Eleito;92735;131;2021-07-26 16:58:35
15113;#NE#;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;PEDRA BRANCA;PEDRO VIEIRA FILHO;15;Pecuarista;PMDB;NORDESTE;Eleito;24211;13000;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Segundo turno;100874;21610;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;FRANCISCO DAS CHAGAS GONZAGA;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;100874;165;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;FRANCISCO DAS CHAGAS GONZAGA;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;92735;252;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;FRANCISCO DAS CHAGAS GONZAGA;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;129718;439;2021-07-26 16:58:35
13218;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;ARACATI;JOSE EVALDO SILVA;17;Médico;PSL;NORDESTE;Não Eleito;42011;875;2021-07-26 16:58:35
13692;#NE#;Solteiro(a);50 a 54 anos;Feminino;Ensino Médio completo;CASCAVEL;MARIA LIDUINA ESTEVES;40;Aposentado (Exceto Servidor Público);PSB;NORDESTE;Não Eleito;41216;556;2021-07-26 16:58:35
13510;#NE#;Casado(a);35 a 39 anos;Feminino;Superior completo;CAMOCIM;MONICA GOMES AGUIAR;40;Pedagogo;PSB;NORDESTE;Eleito;36486;18306;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Não Eleito;91670;51156;2021-07-26 16:58:35
13080;#NE#;Casado(a);55 a 59 anos;Feminino;Ensino Médio completo;TURURU;MARIA DE FÁTIMA GALDINO ALBUQUERQUE;10;Comerciante;PRB;NORDESTE;Não Eleito;11013;5365;2021-07-26 16:58:35
15636;#NE#;Casado(a);25 a 29 anos;Feminino;Superior completo;TABULEIRO DO NORTE;LAMARA FREIRE DE ANDRADE;23;Odontólogo;PPS;NORDESTE;Não Eleito;18589;3805;2021-07-26 16:58:35
13730;#NE#;Casado(a);50 a 54 anos;Feminino;Superior completo;CAUCAIA;INÊS MARIA CORRÊA DE ARRUDA;15;Deputado;PMDB;NORDESTE;Não Eleito;75088;15473;2021-07-26 16:58:35
15938;#NE#;Solteiro(a);40 a 44 anos;Masculino;Ensino Fundamental completo;ICAPUÍ;MARCUS VAGNE REBOUÇAS;19;Empresário;PTN;NORDESTE;Não Eleito;13146;5250;2021-07-26 16:58:35
13161;#NE#;Casado(a);50 a 54 anos;Feminino;Superior incompleto;CHOROZINHO;ARGENTINA SAMPAIO PADILHA;17;Empresário;PSL;NORDESTE;Eleito;13435;7268;2021-07-26 16:58:35
13404;#NE#;Casado(a);35 a 39 anos;Masculino;Ensino Fundamental completo;BARROQUINHA;FRANCISCO ALEXANDRO CAVALCANTE DE ARAÚJO;12;Empresário;PDT;NORDESTE;Não Eleito;9836;335;2021-07-26 16:58:35
13870;#NE#;Casado(a);45 a 49 anos;Masculino;Superior incompleto;FARIAS BRITO;JADER PINHEIRO;45;Professor de Ensino Médio;PSDB;NORDESTE;Não Eleito;12640;93;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;HEITOR CORREIA FERRER;12;Médico;PDT;NORDESTE;Não Eleito;81850;24780;2021-07-26 16:58:35
14877;#NE#;Casado(a);35 a 39 anos;Feminino;Superior completo;NOVA RUSSAS;DANIELA HELENA DE SOUZA MELO;40;Médico;PSB;NORDESTE;Não Eleito;16781;5099;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;FRANCISCO DAS CHAGAS GONZAGA;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;113142;375;2021-07-26 16:58:35
13897;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;FRANCISCO DAS CHAGAS GONZAGA;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;86072;188;2021-07-26 16:58:35
13501;#NE#;Casado(a);45 a 49 anos;Feminino;Superior completo;FORTIM;RAIMUNDA RIBEIRO DOS SANTOS;15;Professor de Ensino Fundamental;PMDB;NORDESTE;Não Eleito;10595;5124;2021-07-26 16:58:35
15857;#NE#;Solteiro(a);25 a 29 anos;Masculino;Superior incompleto;MARACANAÚ;CIRO AUGUSTO MOTA MATIAS;50;Servidor Público Municipal;PSOL;NORDESTE;Não Eleito;58893;478;2021-07-26 16:58:35
14117;#NE#;Casado(a);55 a 59 anos;Feminino;Superior completo;IGUATU;MIRIAN DE ALMEIDA RODRIGUES SOBREIRA;40;Deputado;PSB;NORDESTE;Não Eleito;51311;20052;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;HEITOR CORREIA FERRER;12;Médico;PDT;NORDESTE;Não Eleito;72413;22756;2021-07-26 16:58:35
15156;#NE#;Solteiro(a);60 a 64 anos;Feminino;Superior completo;PENTECOSTE;MARIA IVONEIDE RODRIGUES DE MOURA;13;Advogado;PT;NORDESTE;Eleito;24481;9855;2021-07-26 16:58:35
13129;#NE#;Casado(a);40 a 44 anos;Masculino;Superior completo;BARREIRA;FRANCISCO ENIO OLIVEIRA ALENCAR;12;Vereador;PDT;NORDESTE;Não Eleito;14475;6899;2021-07-26 16:58:35
14478;#NE#;Divorciado(a);50 a 54 anos;Masculino;Superior completo;JUAZEIRO DO NORTE;MANOEL RAIMUNDO DE SANTANA NETO;13;Prefeito;PT;NORDESTE;Não Eleito;63284;22946;2021-07-26 16:58:35
13897;#NE#;Casado(a);35 a 39 anos;Masculino;Superior completo;FORTALEZA;ROBERTO CLAUDIO RODRIGUES BEZERRA;40;Médico;PSB;NORDESTE;Segundo turno;88916;19898;2021-07-26 16:58:35
14290;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;ITAPIPOCA;FRANCISCO ROBERTO PINTO LEITE;15;Administrador;PMDB;NORDESTE;Não Eleito;49229;17014;2021-07-26 16:58:35
13196;#NE#;Divorciado(a);55 a 59 anos;Feminino;Superior completo;AQUIRAZ;RITELZA CABRAL DEMETRIO;65;Empresário;PC do B;NORDESTE;Não Eleito;22128;0;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;ELMANO DE FREITAS DA COSTA;13;Advogado;PT;NORDESTE;Segundo turno;102307;26303;2021-07-26 16:58:35
13897;#NE#;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FORTALEZA;RENATO ROSENO DE OLIVEIRA;50;Advogado;PSOL;NORDESTE;Não Eleito;113142;13133;2021-07-26 16:58:35
15490;#NE#;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;SÃO GONÇALO DO AMARANTE;FRANCISCO GILSON MATOS;33;Comerciante;PMN;NORDESTE;Não Eleito;29255;17;2021-07-26 16:58:35
15318;#NE#;Divorciado(a);55 a 59 anos;Masculino;Superior completo;QUIXERÉ;FRANCISCO RAIMUNDO SANTIAGO BESSA;40;Empresário;PSB;NORDESTE;Eleito;14219;7464;2021-07-26 16:58:35
15750;#NE#;Casado(a);30 a 34 anos;Masculino;Superior completo;UMARI;JOÃO PAULO LINS FERREIRA;12;Advogado;PDT;NORDESTE;Não Eleito;5093;2355;2021-07-26 16:58:35
13161;#NE#;Casado(a);65 a 69 anos;Masculino;Ensino Fundamental completo;CHOROZINHO;JOSE SINVAL DE CARVALHO LIMA;27;Agricultor;PSDC;NORDESTE;Não Eleito;13435;0;2021-07-26 16:58:35
14192;#NE#;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;IPUEIRAS;RAIMUNDO NONATO DE OLIVEIRA;40;Servidor Público Municipal;PSB;NORDESTE;Eleito;21364;11787;2021-07-26 16:58:35
13064;#NE#;Divorciado(a);50 a 54 anos;Feminino;Superior incompleto;GRAÇA;MARIA IRALDICE DE ALCANTARA;10;Comerciante;PRB;NORDESTE;Eleito;8036;4795;2021-07-26 16:58:35
13250;#NE#;Casado(a);40 a 44 anos;Masculino;Superior completo;ARARIPE;GIOVANE GUEDES SILVESTRE;13;Odontólogo;PT;NORDESTE;Eleito;10456;7614;2021-07-26 16:58:35
15512;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;SÃO JOÃO DO JAGUARIBE;FRANCISCO ACACIO CHAVES;10;Aposentado (Exceto Servidor Público);PRB;NORDESTE;Eleito;6131;3056;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;FORTALEZA;INÁCIO FRANCISCO DE ASSIS NUNES ARRUDA;65;Senador;PC do B;NORDESTE;Não Eleito;105387;2092;2021-07-26 16:58:35
15776;#NE#;Casado(a);25 a 29 anos;Masculino;Superior incompleto;URUBURETAMA;LUIZ VLADEIRTON OLIVEIRA DE QUEIROZ FILHO;55;Administrador;PSD;NORDESTE;Eleito;14060;7467;2021-07-26 16:58:35
13730;#NE#;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;CAUCAIA;PAULO CESAR VIEIRA GURGEL;45;Empresário;PSDB;NORDESTE;Não Eleito;78471;1278;2021-07-26 16:58:35
13471;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;BOA VIAGEM;FERNANDO ANTONIO VIEIRA ASSEF;55;Advogado;PSD;NORDESTE;Não Eleito;14706;0;2021-07-26 16:58:35
15016;#NE#;Solteiro(a);35 a 39 anos;Masculino;Ensino Médio completo;PALHANO;IVANILDO NUNES DA SILVA;13;Vereador;PT;NORDESTE;Não Eleito;7122;2364;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;HEITOR CORREIA FERRER;12;Médico;PDT;NORDESTE;Não Eleito;96260;23151;2021-07-26 16:58:35
13897;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;HEITOR CORREIA FERRER;12;Médico;PDT;NORDESTE;Não Eleito;90029;18075;2021-07-26 16:58:35
13404;#NE#;Viúvo(a);75 a 79 anos;Feminino;Ensino Fundamental incompleto;BARROQUINHA;VERALDINA VERAS DA SILVA;40;Comerciante;PSB;NORDESTE;Não Eleito;9836;4380;2021-07-26 16:58:35
14770;#NE#;Divorciado(a);45 a 49 anos;Masculino;Ensino Médio completo;MORAÚJO;JURANDI FONTELES DE OLIVEIRA;40;Empresário;PSB;NORDESTE;Eleito;2858;2780;2021-07-26 16:58:35
13129;#NE#;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental completo;BARREIRA;ANTONIO PEIXOTO SALDANHA;15;Comerciante;PMDB;NORDESTE;Eleito;14475;7576;2021-07-26 16:58:35
13102;#NE#;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental incompleto;QUITERIANÓPOLIS;DOMINGOS PEDROSA DE SOUSA;40;Produtor Agropecuário;PSB;NORDESTE;Não Eleito;11543;5712;2021-07-26 16:58:35
14419;#NE#;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;JAGUARUANA;FRANCISCO ROBERTO DE SOUSA;50;Vigilante;PSOL;NORDESTE;Não Eleito;22534;60;2021-07-26 16:58:35
