Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Região;Situação totalização;Votos válidos;Votos nominais;Data de carga
15938;Parda;Solteiro(a);40 a 44 anos;Masculino;Superior incompleto;ICAPUÍ;FRANCISCO EURIVAN DE PAULA;13;Outros;PT;NORDESTE;Não Eleito;13647;5092;2026-01-06 16:45:04
14680;Branca;Casado(a);65 a 69 anos;Masculino;Ensino Fundamental completo;MIRAÍMA;ROBERTO IVENS UCHOA SALES;12;Produtor Agropecuário;PDT;NORDESTE;Não Eleito;9502;4091;2026-01-06 16:45:04
14419;Branca;Solteiro(a);55 a 59 anos;Masculino;Ensino Fundamental completo;JAGUARUANA;ROBERTO BARBOSA MOREIRA;12;Outros;PDT;NORDESTE;Não Eleito;22469;10866;2026-01-06 16:45:04
15113;Branca;Casado(a);45 a 49 anos;Feminino;Superior completo;PEDRA BRANCA;DANIELA LUCIA CAVALCANTE MACHADO;11;Psicólogo;PP;NORDESTE;Não Eleito;17722;4045;2026-01-06 16:45:04
14478;Branca;Viúvo(a);55 a 59 anos;Feminino;Superior completo;JUAZEIRO DO NORTE;ANA PAULA GOMES DA CRUZ;40;Engenheiro;PSB;NORDESTE;Não Eleito;129008;5100;2026-01-06 16:45:04
14796;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;MORRINHOS;JERONIMO NETO BRANDÃO;13;Administrador;PT;NORDESTE;Eleito;14815;6899;2026-01-06 16:45:04
15881;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Fundamental completo;CROATÁ;RONILSON FRANCISCO DE OLIVEIRA;15;Empresário;MDB;NORDESTE;Eleito;11191;5786;2026-01-06 16:45:04
98574;Parda;Casado(a);50 a 54 anos;Feminino;Ensino Fundamental incompleto;VARJOTA;ROSA CÂNDIDA DE OLIVEIRA XIMENES;15;Comerciante;MDB;NORDESTE;Não Eleito;13306;6238;2026-01-06 16:45:04
15059;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;PARACURU;ANTONIO KLEBER FREIRE BANDEIRA;20;Empresário;PSC;NORDESTE;Não Eleito;22664;255;2026-01-06 16:45:04
15199;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;PIQUET CARNEIRO;BISMARCK BARROS BEZERRA;12;Prefeito;PDT;NORDESTE;Eleito;9371;5102;2026-01-06 16:45:04
13242;Parda;Divorciado(a);35 a 39 anos;Masculino;Superior incompleto;GUAIÚBA;ELIOSVALDO MENDES POSSIDONIO;17;Outros;PSL;NORDESTE;Não Eleito;11352;56;2026-01-06 16:45:04
14010;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;GUARACIABA DO NORTE;ANTONIO ADAIL MACHADO CASTRO;15;Médico;MDB;NORDESTE;Eleito;23711;13234;2026-01-06 16:45:04
15130;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;PENAFORTE;RAFAEL FERREIRA ANGELO;15;Médico;MDB;NORDESTE;Eleito;6579;3360;2026-01-06 16:45:04
14435;Branca;Casado(a);35 a 39 anos;Feminino;Superior completo;JARDIM;MARIA CLEA ANCILON PEREIRA DA LUZ NETA;12;Odontólogo;PDT;NORDESTE;Não Eleito;16365;7248;2026-01-06 16:45:04
15997;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;PARAIPABA;JOSE CLODOALDO BATISTA DE CASTRO;51;Empresário;PATRIOTA;NORDESTE;Não Eleito;20384;1842;2026-01-06 16:45:04
15954;Parda;Viúvo(a);50 a 54 anos;Masculino;Ensino Médio completo;ITAREMA;FLÁVIO MARCÍLIO MONTEIRO;70;Agricultor;AVANTE;NORDESTE;Não Eleito;24073;77;2026-01-06 16:45:04
14192;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Médio incompleto;IPUEIRAS;ROBERTO RIBEIRO DE SOUSA;70;Empresário;AVANTE;NORDESTE;Não Eleito;23001;87;2026-01-06 16:45:04
14591;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Fundamental completo;MARTINÓPOLE;FRANCISCO EDIBERTO DE SOUZA;11;Prefeito;PP;NORDESTE;Eleito;8496;4297;2026-01-06 16:45:04
13633;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;CARIRIAÇU;JOSÉ EDMILSON LEITE BARBOSA;12;Comerciante;PDT;NORDESTE;Eleito;18784;9999;2026-01-06 16:45:04
15490;Branca;Divorciado(a);40 a 44 anos;Masculino;Superior completo;SÃO GONÇALO DO AMARANTE;ELDER GURGEL SOUZA MOREIRA FILHO;12;Sociólogo;PDT;NORDESTE;Não Eleito;35292;14879;2026-01-06 16:45:04
14834;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Fundamental completo;MULUNGU;FRANCISCO RAFAEL VITORIANO VINHAS;55;Vereador;PSD;NORDESTE;Não Eleito;6896;2531;2026-01-06 16:45:04
13277;Branca;Divorciado(a);45 a 49 anos;Masculino;Ensino Médio completo;ARATUBA;CARLOS ALBERTO COLARES MENEZES;55;Empresário;PSD;NORDESTE;Não Eleito;9415;3323;2026-01-06 16:45:04
14451;Branca;Divorciado(a);30 a 34 anos;Feminino;Superior completo;JATI;MONICA ROSANY PEREIRA MARIANO;55;Advogado;PSD;NORDESTE;Eleito;5460;3898;2026-01-06 16:45:04
15555;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;SENADOR POMPEU;ANTONIO TEIXEIRA DE OLIVEIRA;13;Advogado;PT;NORDESTE;Não Eleito;16120;6926;2026-01-06 16:45:04
13331;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;AURORA;MARCONE TAVARES DE LUNA;55;Empresário;PSD;NORDESTE;Eleito;15952;8400;2026-01-06 16:45:04
15016;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;PALHANO;JOÃO BATISTA DE SANTIAGO;55;Outros;PSD;NORDESTE;Não Eleito;15348;6739;2026-01-06 16:45:04
14818;Parda;Divorciado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;MUCAMBO;FRANCISCO DAS CHAGAS PARENTE AGUIAR;12;Comerciante;PDT;NORDESTE;Eleito;9824;5797;2026-01-06 16:45:04
13498;Preta;Casado(a);50 a 54 anos;Masculino;Superior completo;BREJO SANTO;EUSÉBIO FERREIRA DA SILVA;13;Empresário;PT;NORDESTE;Não Eleito;25517;5455;2026-01-06 16:45:04
14338;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;ITATIRA;AFONSO MAGNO LOBO BOTELHO;15;Advogado;MDB;NORDESTE;Não Eleito;14201;6120;2026-01-06 16:45:04
13935;Parda;Divorciado(a);55 a 59 anos;Masculino;Superior incompleto;GENERAL SAMPAIO;FRANCISCO CORDEIRO MOREIRA;12;Prefeito;PDT;NORDESTE;Eleito;6516;2987;2026-01-06 16:45:04
13153;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;ANTONINA DO NORTE;FRANCISCO DE CARVALHO ARRAIS;15;Comerciante;MDB;NORDESTE;Não Eleito;5361;2010;2026-01-06 16:45:04
14575;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;MARCO;MARCOS ANTONIO CHAVES DE OLIVEIRA;13;Professor de Ensino Médio;PT;NORDESTE;Não Eleito;18141;104;2026-01-06 16:45:04
13340;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;IPAPORANGA;ANTONIO AMARO PEREIRA OLIVEIRA;13;Contador;PT;NORDESTE;Eleito;7464;4362;2026-01-06 16:45:04
13242;Parda;Divorciado(a);35 a 39 anos;Feminino;Superior completo;GUAIÚBA;IZABELLA MARIA FERNANDES DA SILVA;40;Advogado;PSB;NORDESTE;Eleito;11352;6198;2026-01-06 16:45:04
15512;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;SÃO JOÃO DO JAGUARIBE;ANTONIO CARLOS PESSOA CHAVES;13;Médico;PT;NORDESTE;Não Eleito;5582;2352;2026-01-06 16:45:04
13617;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;CARIRÉ;OLIVANDO FERREIRA SILVA;17;Militar Reformado;PSL;NORDESTE;Não Eleito;11683;100;2026-01-06 16:45:04
14435;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;JARDIM;ANIZIARIO JORGE COSTA;40;Médico;PSB;NORDESTE;Eleito;16365;8144;2026-01-06 16:45:04
13579;Branca;Divorciado(a);40 a 44 anos;Masculino;Superior completo;CAPISTRANO;ANTONIO SOARES SARAIVA JUNIOR;55;Prefeito;PSD;NORDESTE;Eleito;12821;6274;2026-01-06 16:45:04
13315;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;ASSARÉ;JOSE LIBORIO LEITE NETO;12;Empresário;PDT;NORDESTE;Eleito;14910;7707;2026-01-06 16:45:04
13250;Branca;Divorciado(a);45 a 49 anos;Masculino;Ensino Fundamental completo;ARARIPE;CICERO FERREIRA DA SILVA;12;Outros;PDT;NORDESTE;Eleito;13004;6781;2026-01-06 16:45:04
14613;Branca;Casado(a);65 a 69 anos;Masculino;Superior incompleto;MASSAPÊ;JOÃO JACQUES CARNEIRO ALBUQUERQUE;55;Prefeito;PSD;NORDESTE;Não Eleito;25109;8083;2026-01-06 16:45:04
15792;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;URUOCA;OLIVER FERNANDES FÉLIX;40;Empresário;PSB;NORDESTE;Não Eleito;8906;3318;2026-01-06 16:45:04
14311;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;ITAPIÚNA;FRANCISCO ALBERTO LEITE BARROS FILHO;55;Vereador;PSD;NORDESTE;Não Eleito;12641;2276;2026-01-06 16:45:04
13480;Parda;Divorciado(a);55 a 59 anos;Masculino;Superior completo;ITAITINGA;PAULO CESAR FEITOSA ARRAIS;22;Advogado;PL;NORDESTE;Eleito;22483;14985;2026-01-06 16:45:04
15156;Parda;Solteiro(a);55 a 59 anos;Masculino;Ensino Médio completo;PENTECOSTE;JOÃO BOSCO PESSOA TABOSA;12;Prefeito;PDT;NORDESTE;Eleito;24937;8785;2026-01-06 16:45:04
14974;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;PACOTI;MACIEL ALVES BEZERRA;11;Técnico em Agronomia e Agrimensura;PP;NORDESTE;Não Eleito;8395;412;2026-01-06 16:45:04
13692;Parda;Casado(a);65 a 69 anos;Masculino;Ensino Fundamental completo;CASCAVEL;JOSE ISAIAS DE LIMA;12;Comerciante;PDT;NORDESTE;Não Eleito;44228;17811;2026-01-06 16:45:04
13757;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;CEDRO;HEBERTON GONÇALVES SALES DINIZ;25;Empresário;DEM;NORDESTE;Não Eleito;15983;679;2026-01-06 16:45:04
14559;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;MARANGUAPE;FRANCISCO ELIZIÁRIO MAIA CORDEIRO;90;Agricultor;PATRIOTA;NORDESTE;Não Eleito;61555;1290;2026-01-06 16:45:04
15539;Parda;Casado(a);80 a 84 anos;Masculino;Superior completo;SÃO LUÍS DO CURU;JOSE RUBENS HERCULANO;15;Comerciante;MDB;NORDESTE;Não Eleito;9138;122;2026-01-06 16:45:04
15393;Branca;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;SABOEIRO;JOSE FERNANDES BEZERRA NETO;13;Empresário;PT;NORDESTE;Não Eleito;9559;254;2026-01-06 16:45:04
13447;Parda;Solteiro(a);40 a 44 anos;Feminino;Ensino Médio completo;CATUNDA;JOANA D ARC DE SOUSA FERREIRA;13;Agricultor;PT;NORDESTE;Não Eleito;7131;202;2026-01-06 16:45:04
15296;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;QUIXERAMOBIM;MARCOS ROGÉRIO ARAÚJO;90;Militar Reformado;PROS;NORDESTE;Não Eleito;45829;977;2026-01-06 16:45:04
13072;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;AIUABA;RAMILSON ARAUJO MORAES;55;Contador;PSD;NORDESTE;Eleito;8408;6153;2026-01-06 16:45:04
14273;Branca;Casado(a);60 a 64 anos;Feminino;Superior completo;ITAPAJÉ;MARIA GORETE BARROSO MAGALHAES CAETANO;55;Médico;PSD;NORDESTE;Eleito;30378;17865;2026-01-06 16:45:04
13218;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;ARACATI;BISMARCK COSTA LIMA PINHEIRO MAIA;14;Prefeito;PTB;NORDESTE;Eleito;43063;23978;2026-01-06 16:45:04
13838;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;CRATEÚS;WENDSON MARTINS BORGES;70;Policial Militar;AVANTE;NORDESTE;Não Eleito;40805;8944;2026-01-06 16:45:04
13226;Parda;Divorciado(a);60 a 64 anos;Masculino;Superior completo;EUSÉBIO;MAURO HENRIQUE NASCIMENTO RAMALHO;55;Médico;PSD;NORDESTE;Não Eleito;35898;4965;2026-01-06 16:45:04
15431;Parda;Casado(a);30 a 34 anos;Masculino;Superior completo;SANTANA DO CARIRI;PEDRO HENRIQUE CORREIA LOPES;15;Empresário;MDB;NORDESTE;Não Eleito;10364;3324;2026-01-06 16:45:04
14656;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;MERUOCA;JOSÉ HERTON ALVES DE SOUSA;13;Vereador;PT;NORDESTE;Eleito;9706;5425;2026-01-06 16:45:04
13080;Branca;Casado(a);65 a 69 anos;Feminino;Ensino Médio completo;TURURU;MARIA DE FÁTIMA GALDINO ALBUQUERQUE;12;Empresário;PDT;NORDESTE;Não Eleito;11784;4317;2026-01-06 16:45:04
13757;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;CEDRO;RODRIGO XAVIER DE ARAÚJO;11;Médico;PP;NORDESTE;Não Eleito;15983;7538;2026-01-06 16:45:04
13897;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;FORTALEZA;CELIO STUDART BARBOSA;43;Deputado;PV;NORDESTE;Não Eleito;1280925;45369;2026-01-06 16:45:04
13919;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;FRECHEIRINHA;CLAUDIO FERNANDES AGUIAR;14;Engenheiro;PTB;NORDESTE;Não Eleito;10143;4804;2026-01-06 16:45:04
13366;Parda;Casado(a);30 a 34 anos;Masculino;Ensino Fundamental completo;TARRAFAS;ERONILDES FRANCISCO DOS SANTOS;14;Vereador;PTB;NORDESTE;Não Eleito;5918;2848;2026-01-06 16:45:04
14273;Parda;Solteiro(a);25 a 29 anos;Masculino;Superior completo;ITAPAJÉ;SÁVIO AGUIAR BASTOS LIRA;11;Arquiteto;PP;NORDESTE;Não Eleito;30378;1057;2026-01-06 16:45:04
13617;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;CARIRÉ;RÔMULO DE ABREU RODRIGUES PONTE;22;Advogado;PL;NORDESTE;Não Eleito;11683;3411;2026-01-06 16:45:04
14680;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Médio incompleto;MIRAÍMA;CRISTIANO TEIXEIRA DE SOUSA;19;Empresário;PODE;NORDESTE;Não Eleito;9502;385;2026-01-06 16:45:04
15032;Branca;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;PALMÁCIA;FRANCISCO JOHN DA SILVA;36;Empresário;PTC;NORDESTE;Não Eleito;7446;593;2026-01-06 16:45:04
13897;Parda;Divorciado(a);65 a 69 anos;Masculino;Superior completo;FORTALEZA;HEITOR CORREIA FÉRRER;77;Médico;SOLIDARIEDADE;NORDESTE;Não Eleito;1280925;63199;2026-01-06 16:45:04
15237;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;PORTEIRAS;RAIMUNDO CICERO DA SILVA;13;Agricultor;PT;NORDESTE;Não Eleito;10906;5259;2026-01-06 16:45:04
13390;Parda;Solteiro(a);55 a 59 anos;Masculino;Ensino Médio incompleto;BARRO;DAMIAO EPITACIO DE SOUZA;13;Empresário;PT;NORDESTE;Não Eleito;12666;189;2026-01-06 16:45:04
13633;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;CARIRIAÇU;JOÃO BOSCO BORGES MACHADO;65;Professor e Instrutor de Formação Profissional;PC do B;NORDESTE;Não Eleito;18784;118;2026-01-06 16:45:04
13323;Branca;Solteiro(a);35 a 39 anos;Feminino;Ensino Médio completo;TEJUÇUOCA;ANTONIA HELOIDE ESTEVAM RODRIGUES;15;Prefeito;MDB;NORDESTE;Não Eleito;12650;5174;2026-01-06 16:45:04
15032;Branca;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;PALMÁCIA;DAVID CAMPOS MARTINS;15;Prefeito;MDB;NORDESTE;Eleito;7446;4436;2026-01-06 16:45:04
15318;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;QUIXERÉ;GILBERTO GONÇALVES DE SANTIAGO;11;Policial Militar;PP;NORDESTE;Não Eleito;14246;5989;2026-01-06 16:45:04
14931;Branca;Casado(a);70 a 74 anos;Masculino;Superior completo;PACAJUS;FRANCISCO JOSE CUNHA DE QUEIROZ;14;Comerciante;PTB;NORDESTE;Não Eleito;39579;870;2026-01-06 16:45:04
14931;Parda;Casado(a);70 a 74 anos;Masculino;Superior completo;PACAJUS;TEODORICO JOSE DE MENEZES NETO;70;Contador;AVANTE;NORDESTE;Não Eleito;39579;892;2026-01-06 16:45:04
15571;Parda;Divorciado(a);50 a 54 anos;Masculino;Ensino Médio completo;SENADOR SÁ;CLAUDIOMAR LOPES DE SOUSA;13;Comerciante;PT;NORDESTE;Não Eleito;5543;33;2026-01-06 16:45:04
14532;Branca;Viúvo(a);65 a 69 anos;Feminino;Superior completo;LIMOEIRO DO NORTE;RITA DE CÁSSIA FREITAS PEIXOTO REBOUÇAS;13;Aposentado (Exceto Servidor Público);PT;NORDESTE;Não Eleito;34295;1197;2026-01-06 16:45:04
98531;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;QUIXELÔ;SAMUEL ALVES DE ARAUJO;55;Advogado;PSD;NORDESTE;Não Eleito;11406;5413;2026-01-06 16:45:04
14958;Parda;Viúvo(a);60 a 64 anos;Feminino;Ensino Fundamental completo;PACATUBA;MARIA SELMA CARDOSO DA SILVA;55;Outros;PSD;NORDESTE;Não Eleito;38714;1431;2026-01-06 16:45:04
13455;Parda;Casado(a);70 a 74 anos;Masculino;Superior completo;BELA CRUZ;ELIESIO ROCHA ADRIANO;55;Prefeito;PSD;NORDESTE;Não Eleito;15926;3527;2026-01-06 16:45:04
14516;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;LAVRAS DA MANGABEIRA;RONALDO PEDROSA LIMA;55;Empresário;PSD;NORDESTE;Eleito;17733;9759;2026-01-06 16:45:04
14095;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;ICÓ;MARCELO RIBEIRO TORRES;77;Empresário;SOLIDARIEDADE;NORDESTE;Não Eleito;36503;8581;2026-01-06 16:45:04
14133;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;INDEPENDÊNCIA;GUILHERME PORTELA TORRES;10;Empresário;REPUBLICANOS;NORDESTE;Não Eleito;16789;629;2026-01-06 16:45:04
13978;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;GRANJEIRO;FRANCISCO FABIANO ALVES DE BRITO;15;Médico;MDB;NORDESTE;Não Eleito;4954;2317;2026-01-06 16:45:04
13897;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;FORTALEZA;JOSÉ SARTO NOGUEIRA MOREIRA;12;Deputado;PDT;NORDESTE;Segundo turno;1280925;457622;2026-01-06 16:45:04
13730;Parda;Divorciado(a);45 a 49 anos;Masculino;Superior completo;CAUCAIA;PAULO SÉRGIO FEITOSA CORDEIRO;65;Jornalista e Redator;PC do B;NORDESTE;Não Eleito;169229;542;2026-01-06 16:45:04
13234;Parda;Solteiro(a);35 a 39 anos;Masculino;Ensino Médio completo;ARACOIABA;WELLINGTON SILVA DE OLIVEIRA;55;Empresário;PSD;NORDESTE;Não Eleito;20214;7900;2026-01-06 16:45:04
13463;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;CHORÓ;MARCONDES DE HOLANDA JUCÁ;22;Prefeito;PL;NORDESTE;Eleito;9281;4686;2026-01-06 16:45:04
13153;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental completo;ANTONINA DO NORTE;FRANCISCO EDIVAN MOTA;14;Empresário;PTB;NORDESTE;Não Eleito;5361;44;2026-01-06 16:45:04
15474;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;SÃO BENEDITO;SAUL LIMA MACIEL;12;Advogado;PDT;NORDESTE;Eleito;25520;13858;2026-01-06 16:45:04
13374;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;BARBALHA;GUILHERME SAMPAIO SARAIVA;12;Médico;PDT;NORDESTE;Eleito;36940;19900;2026-01-06 16:45:04
15636;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;TABULEIRO DO NORTE;RILDSON RABELO VASCONCELOS;11;Médico;PP;NORDESTE;Eleito;18946;11208;2026-01-06 16:45:04
13552;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;CANINDÉ;LUIZ PINTO COELHO;22;Professor de Ensino Médio;PL;NORDESTE;Não Eleito;41845;16739;2026-01-06 16:45:04
13145;Parda;Divorciado(a);45 a 49 anos;Masculino;Superior completo;ACARAPE;FRANCISCO ALEXANDRE CUNHA MAGALHÃES;55;Médico;PSD;NORDESTE;Não Eleito;9866;4061;2026-01-06 16:45:04
14877;Branca;Divorciado(a);35 a 39 anos;Masculino;Superior completo;NOVA RUSSAS;FRANCISCO PEDRO GONÇALVES DE SOUZA XIMENES;15;Médico;MDB;NORDESTE;Não Eleito;18068;8139;2026-01-06 16:45:04
13307;Parda;Casado(a);55 a 59 anos;Feminino;Ensino Médio completo;OCARA;AMALIA LOPES DE SOUSA;11;Prefeito;PP;NORDESTE;Eleito;19737;9679;2026-01-06 16:45:04
13102;Branca;Solteiro(a);25 a 29 anos;Masculino;Superior completo;QUITERIANÓPOLIS;ITALO GUSTAVO VALE MOURA;43;Servidor Público Estadual;PV;NORDESTE;Não Eleito;13121;3842;2026-01-06 16:45:04
15210;Branca;Solteiro(a);40 a 44 anos;Masculino;Ensino Fundamental incompleto;PORANGA;CARLOS ANTONIO RODRIGUES PEREIRA;13;Prefeito;PT;NORDESTE;Eleito;7626;3605;2026-01-06 16:45:04
15270;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;QUIXADÁ;RICARDO JOSÉ ARAÚJO SILVEIRA;55;Médico;PSD;NORDESTE;Eleito;45191;22807;2026-01-06 16:45:04
13994;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior completo;GROAÍRAS;AUGUSTO KAYS XIMENES MATOS;22;Empresário;PL;NORDESTE;Não Eleito;7396;328;2026-01-06 16:45:04
